cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
19,2026-04-07T11:54:32.158483+00:00,SOLUSDT,short,30000.0,79.32,79.25,26.475,0.0,10,0.3,high_vol,normal
45,2026-04-07T12:02:09.425798+00:00,SOLUSDT,short,12500.0,79.21,79.27,-9.4685,0.0,4,0.125,normal,normal
49,2026-04-07T12:03:13.931695+00:00,SOLUSDT,short,25000.0,79.27,79.3,-9.4613,0.0,4,0.25,normal,normal
57,2026-04-07T12:05:37.673423+00:00,SOLUSDT,short,20260.6321,79.26,79.29,-7.6687,0.0,4,0.2026063207481027,high_vol,normal
71,2026-04-07T12:09:28.233607+00:00,BNBUSDT,short,12500.0,597.16,593.44,77.8686,0.0,10,0.125,normal,normal
78,2026-04-07T12:11:26.999696+00:00,BNBUSDT,short,25000.0,593.44,593.58,-5.8978,0.0,4,0.25,high_vol,normal
96,2026-04-07T12:16:29.632634+00:00,SOLUSDT,long,25000.0,78.96,78.91,-15.8308,0.0,5,0.25,normal,normal
168,2026-04-07T12:37:17.244946+00:00,SOLUSDT,short,10705.0446,78.94,79.03,-12.2049,0.0,4,0.10705044619911931,high_vol,normal
174,2026-04-07T12:39:09.326387+00:00,BNBUSDT,long,14294.9554,596.51,596.83,7.6686,0.0,10,0.14294955380088067,normal,normal
177,2026-04-07T12:40:03.178546+00:00,SOLUSDT,short,25000.0,79.03,79.06,-9.4901,0.0,5,0.25,normal,normal
185,2026-04-07T12:42:24.579017+00:00,BNBUSDT,long,14378.5584,596.74,596.68,-1.4457,0.0,5,0.14378558449301415,normal,normal
190,2026-04-07T12:43:45.752986+00:00,SOLUSDT,short,10621.4416,79.06,78.98,10.7477,0.0,10,0.10621441550698585,normal,normal
