cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
19,2026-04-07T21:21:19.880860+00:00,SOLUSDT,short,17346.6746,82.62,82.5,25.1949,0.0,10,0.1734667458239735,high_vol,normal
19,2026-04-07T21:21:19.880890+00:00,XRPUSDT,short,12653.3254,1.3314,1.3307,6.6526,0.0,10,0.12653325417602654,high_vol,normal
24,2026-04-07T21:22:49.130628+00:00,SOLUSDT,short,13129.7068,82.5,82.52,-3.183,0.0,4,0.13129706768341481,normal,normal
28,2026-04-07T21:23:59.112915+00:00,ADAUSDT,long,12333.7507,0.2483,0.2482,-4.9673,0.0,4,0.12333750701420529,normal,normal
30,2026-04-07T21:24:26.752881+00:00,BNBUSDT,short,11870.2932,610.98,610.62,6.9942,0.0,10,0.1187029323165852,normal,normal
31,2026-04-07T21:24:45.327107+00:00,AVAXUSDT,long,12666.2493,8.88,8.87,-14.2638,0.0,7,0.12666249298579468,normal,normal
32,2026-04-07T21:25:07.391296+00:00,SOLUSDT,long,15734.7448,82.47,82.41,-11.4476,0.0,4,0.1573474479673905,normal,normal
39,2026-04-07T21:27:09.754917+00:00,SOLUSDT,long,13279.4389,82.41,82.37,-6.4455,0.0,7,0.13279438918418557,normal,normal
42,2026-04-07T21:27:57.654876+00:00,BNBUSDT,short,5878.7388,610.45,609.81,6.1633,0.0,10,0.05878738786523599,normal,normal
42,2026-04-07T21:27:57.654904+00:00,XRPUSDT,short,5841.8223,1.3301,1.3289,5.2704,0.0,10,0.05841822295057845,normal,normal
44,2026-04-07T21:28:36.132591+00:00,SOLUSDT,long,7028.9227,82.37,82.12,-21.3334,0.0,4,0.07028922749824944,normal,normal
