cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
7,2026-04-13T06:08:05.124634+00:00,ARBUSDT,short,10247.1431,0.1123,0.1124,-9.1248,0.0,6,0.10247143079893645,normal,normal
11,2026-04-13T06:09:19.140271+00:00,ADAUSDT,long,9108.1074,0.2387,0.2388,3.8157,0.0,10,0.09108107360868752,high_vol,normal
11,2026-04-13T06:09:19.140291+00:00,NEARUSDT,short,8753.3236,1.371,1.367,25.5385,0.0,10,0.08753323580483084,high_vol,normal
15,2026-04-13T06:10:23.855924+00:00,ARBUSDT,short,9824.9948,0.1124,0.1125,-8.7411,0.0,6,0.09824994839402287,normal,normal
25,2026-04-13T06:12:57.471025+00:00,ADAUSDT,long,16666.6667,0.2386,0.2387,6.9852,0.0,10,0.16666666666666666,crisis,normal
28,2026-04-13T06:13:54.874046+00:00,NEARUSDT,short,6678.3001,1.368,1.372,-19.5272,0.0,6,0.06678300088956704,crisis,normal
30,2026-04-13T06:14:38.196426+00:00,ARBUSDT,short,6678.3001,0.1128,0.1129,-5.9205,0.0,8,0.06678300088956704,crisis,normal
34,2026-04-13T06:16:09.902623+00:00,NEARUSDT,short,7307.2503,1.372,1.373,-5.326,0.0,6,0.07307250265095686,crisis,normal
36,2026-04-13T06:16:41.145229+00:00,ADAUSDT,long,8859.0547,0.2387,0.2388,3.7114,0.0,10,0.08859054719232028,crisis,normal
37,2026-04-13T06:16:56.706467+00:00,ARBUSDT,short,7334.7235,0.1129,0.113,-6.4967,0.0,7,0.0733472348199081,crisis,normal
40,2026-04-13T06:17:52.159908+00:00,NEARUSDT,short,7238.7544,1.373,1.378,-26.3611,0.0,6,0.07238754377327827,crisis,normal
45,2026-04-13T06:19:03.656121+00:00,ARBUSDT,short,7170.9183,0.113,0.1132,-12.6919,0.0,6,0.07170918260938228,normal,normal
47,2026-04-13T06:19:33.841972+00:00,NEARUSDT,short,6995.6513,1.379,1.384,-25.3649,0.0,6,0.06995651309406378,normal,normal
49,2026-04-13T06:20:02.084463+00:00,ADAUSDT,long,9011.3257,0.2389,0.2394,18.86,0.0,10,0.09011325653661291,normal,normal
57,2026-04-13T06:22:52.755384+00:00,NEARUSDT,short,6716.2558,1.384,1.384,-0.0,0.0,10,0.067162557523627,normal,normal
57,2026-04-13T06:22:52.755413+00:00,ARBUSDT,short,6716.2558,0.1137,0.1137,-0.0,0.0,10,0.067162557523627,normal,normal
57,2026-04-13T06:22:52.755423+00:00,ETHUSDT,short,8333.3333,2197.71,2198.55,-3.1851,0.0,6,0.08333333333333334,normal,normal
59,2026-04-13T06:23:24.816370+00:00,ADAUSDT,long,16505.8936,0.2394,0.2396,13.7894,0.0,10,0.1650589361677959,normal,normal
63,2026-04-13T06:24:22.262281+00:00,NEARUSDT,short,8333.3333,1.384,1.385,-6.0212,0.0,6,0.08333333333333333,normal,normal
66,2026-04-13T06:25:05.864736+00:00,ETHUSDT,short,8333.3333,2198.55,2198.76,-0.796,0.0,9,0.08333333333333333,high_vol,normal
67,2026-04-13T06:25:20.116995+00:00,ARBUSDT,short,8333.3333,0.1137,0.1132,36.6461,0.0,10,0.08333333333333333,high_vol,normal
73,2026-04-13T06:26:47.466921+00:00,NEARUSDT,short,8333.3333,1.385,1.383,12.0337,0.0,10,0.08333333333333333,normal,normal
75,2026-04-13T06:27:18.094145+00:00,ARBUSDT,short,10578.6121,0.113,0.1131,-9.3616,0.0,6,0.10578612067084749,normal,normal
