cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
39,2026-04-07T11:01:52.305431+00:00,SOLUSDT,short,25000.0,79.39,79.38,3.149,0.0,10,0.25,normal,normal
48,2026-04-07T11:04:17.622085+00:00,SOLUSDT,short,25000.0,79.38,79.39,-3.1494,0.0,9,0.25,normal,normal
53,2026-04-07T11:05:41.694696+00:00,SOLUSDT,short,25000.0,79.39,79.45,-18.8941,0.0,4,0.25,normal,normal
57,2026-04-07T11:06:38.005737+00:00,SOLUSDT,short,25000.0,79.45,79.54,-28.3197,0.0,4,0.25,normal,normal
69,2026-04-07T11:09:58.914373+00:00,SOLUSDT,short,25000.0,79.54,79.44,31.4307,0.0,11,0.25,crisis,normal
82,2026-04-07T11:13:40.388216+00:00,SOLUSDT,short,25000.0,79.44,79.39,15.7351,0.0,10,0.25,crisis,normal
91,2026-04-07T11:16:08.495825+00:00,SOLUSDT,short,25000.0,79.39,79.45,-18.8941,0.0,6,0.25,crisis,normal
116,2026-04-07T11:23:03.994294+00:00,ADAUSDT,long,25000.0,0.242,0.2419,-10.3306,0.0,4,0.25,normal,normal
118,2026-04-07T11:23:37.046980+00:00,SOLUSDT,short,25000.0,79.11,78.98,41.082,0.0,10,0.25,normal,normal
126,2026-04-07T11:25:38.355890+00:00,SOLUSDT,short,25000.0,79.07,79.11,-12.647,0.0,4,0.25,normal,normal
155,2026-04-07T11:33:37.975721+00:00,ADAUSDT,long,25000.0,0.2418,0.2415,-31.0174,0.0,4,0.25,high_vol,normal
156,2026-04-07T11:33:51.386196+00:00,SOLUSDT,short,12500.0,79.3,79.15,23.6444,0.0,10,0.125,high_vol,normal
167,2026-04-07T11:36:51.321113+00:00,SOLUSDT,short,9114.1584,79.14,79.16,-2.3033,0.0,4,0.09114158443181142,normal,normal
172,2026-04-07T11:38:20.121384+00:00,SOLUSDT,short,25000.0,79.16,79.31,-47.3724,0.0,4,0.25,normal,normal
173,2026-04-07T11:38:33.027511+00:00,ADAUSDT,long,15885.8416,0.2419,0.2425,39.4027,0.0,10,0.15885841556818855,normal,normal
181,2026-04-07T11:40:37.839257+00:00,SOLUSDT,short,25000.0,79.29,79.31,-6.306,0.0,4,0.25,crisis,normal
192,2026-04-07T11:44:00.400742+00:00,SOLUSDT,short,25000.0,79.31,79.29,6.3044,0.0,10,0.25,crisis,normal
