cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
4,2026-04-04T07:44:27.724753+00:00,ETHUSDT,long,6923.0769,2053.71,2053.71,0.0,0.0,3,0.06923076923076923,normal,normal
5,2026-04-04T07:44:45.442185+00:00,LINKUSDT,long,6923.0769,8.66,8.67,7.9943,0.0,4,0.06923076923076923,normal,normal
9,2026-04-04T07:45:33.242117+00:00,ETHUSDT,long,6923.0769,2053.72,2053.72,0.0,0.0,4,0.06923076923076923,normal,normal
10,2026-04-04T07:45:56.272738+00:00,LINKUSDT,long,6923.0769,8.67,8.65,-15.9702,0.0,5,0.06923076923076923,crisis,normal
12,2026-04-04T07:46:19.975231+00:00,ETHUSDT,long,6923.0769,2053.72,2052.96,-2.562,0.0,3,0.06923076923076923,crisis,normal
16,2026-04-04T07:47:16.708073+00:00,LINKUSDT,long,6666.6667,8.65,8.65,0.0,0.0,5,0.06666666666666667,crisis,normal
17,2026-04-04T07:47:29.297953+00:00,ETHUSDT,long,10000.0,2052.96,2051.61,-6.5759,0.0,4,0.1,normal,normal
18,2026-04-04T07:47:41.072743+00:00,DOTUSDT,short,6666.6667,1.247,1.247,-0.0,0.0,7,0.06666666666666667,normal,normal
18,2026-04-04T07:47:41.072761+00:00,MATICUSDT,short,6666.6667,0.3794,0.3794,-0.0,0.0,7,0.06666666666666667,normal,normal
20,2026-04-04T07:48:12.027579+00:00,ETHUSDT,long,8333.3333,2051.61,2052.38,3.1276,0.0,3,0.08333333333333334,normal,normal
20,2026-04-04T07:48:12.027641+00:00,LINKUSDT,long,5555.5556,8.65,8.66,6.4226,0.0,3,0.05555555555555556,normal,normal
26,2026-04-04T07:49:32.527017+00:00,ETHUSDT,long,5840.4284,2052.38,2052.34,-0.1138,0.0,5,0.05840428422625787,crisis,normal
27,2026-04-04T07:49:44.485059+00:00,LINKUSDT,long,5840.4284,8.66,8.66,0.0,0.0,6,0.05840428422625787,crisis,normal
29,2026-04-04T07:50:08.452025+00:00,MATICUSDT,short,5489.9743,0.3794,0.3794,-0.0,0.0,6,0.05489974259341236,crisis,normal
30,2026-04-04T07:50:27.193163+00:00,DOTUSDT,short,5489.9743,1.248,1.246,8.798,0.0,7,0.05489974259341236,crisis,normal
32,2026-04-04T07:50:51.306124+00:00,ETHUSDT,long,8300.4537,2052.34,2052.43,0.364,0.0,5,0.08300453738409942,crisis,normal
34,2026-04-04T07:51:14.921490+00:00,LINKUSDT,long,5533.6358,8.66,8.66,0.0,0.0,7,0.05533635825606628,crisis,normal
36,2026-04-04T07:51:44.417976+00:00,MATICUSDT,short,5585.2375,0.3794,0.3794,-0.0,0.0,5,0.05585237547262863,crisis,normal
37,2026-04-04T07:51:56.690933+00:00,DOTUSDT,short,5585.2375,1.246,1.245,4.4825,0.0,6,0.05585237547262863,normal,normal
37,2026-04-04T07:51:56.690958+00:00,ETHUSDT,long,8303.7519,2052.43,2052.24,-0.7687,0.0,4,0.08303751910466893,normal,normal
38,2026-04-04T07:52:08.552404+00:00,LINKUSDT,long,5962.3245,8.66,8.66,0.0,0.0,3,0.059623245068420115,normal,normal
43,2026-04-04T07:53:14.186617+00:00,ETHUSDT,long,5722.5345,2052.24,2052.22,-0.0558,0.0,6,0.057225344566171524,normal,normal
44,2026-04-04T07:53:25.987458+00:00,LINKUSDT,long,5717.9411,8.66,8.65,-6.6027,0.0,5,0.05717941119482089,normal,normal
46,2026-04-04T07:53:57.661070+00:00,ETHUSDT,long,5692.2278,2052.22,2052.65,1.1927,0.0,3,0.056922278374154395,normal,normal
50,2026-04-04T07:54:51.486730+00:00,ETHUSDT,long,5744.6664,2052.65,2052.75,0.2799,0.0,3,0.05744666356318054,normal,normal
50,2026-04-04T07:54:51.486744+00:00,LINKUSDT,long,5744.6664,8.66,8.65,-6.6336,0.0,3,0.05744666356318054,normal,normal
55,2026-04-04T07:56:05.919282+00:00,LINKUSDT,long,5788.1551,8.65,8.66,6.6915,0.0,4,0.057881550520874576,high_vol,normal
57,2026-04-04T07:56:31.314877+00:00,ETHUSDT,long,5788.1551,2052.75,2053.33,1.6354,0.0,6,0.057881550520874576,high_vol,normal
61,2026-04-04T07:57:23.480321+00:00,ETHUSDT,long,8182.7995,2053.33,2053.34,0.0399,0.0,4,0.08182799511894953,high_vol,normal
61,2026-04-04T07:57:23.480342+00:00,LINKUSDT,long,8182.7995,8.66,8.65,-9.449,0.0,4,0.08182799511894953,high_vol,normal
62,2026-04-04T07:57:35.391625+00:00,DOTUSDT,short,5367.1856,1.247,1.247,-0.0,0.0,3,0.053671855896976116,high_vol,normal
65,2026-04-04T07:58:16.024065+00:00,MATICUSDT,short,5367.1856,0.3794,0.3794,-0.0,0.0,6,0.053671855896976116,high_vol,normal
65,2026-04-04T07:58:16.024080+00:00,LINKUSDT,long,8252.7556,8.65,8.66,9.5408,0.0,4,0.0825275560227734,high_vol,normal
66,2026-04-04T07:58:27.801257+00:00,ETHUSDT,long,8252.7556,2053.34,2053.98,2.5723,0.0,5,0.0825275560227734,high_vol,normal
68,2026-04-04T07:58:57.484321+00:00,LINKUSDT,long,5775.976,8.66,8.66,0.0,0.0,3,0.057759759857741816,high_vol,normal
72,2026-04-04T07:59:52.261196+00:00,DOTUSDT,short,5280.03,1.247,1.247,-0.0,0.0,7,0.05280030017782273,normal,normal
72,2026-04-04T07:59:52.261211+00:00,MATICUSDT,short,5280.03,0.3794,0.3794,-0.0,0.0,7,0.05280030017782273,normal,normal
72,2026-04-04T07:59:52.261218+00:00,ETHUSDT,long,8304.1903,2053.98,2053.82,-0.6469,0.0,5,0.08304190345344407,normal,normal
76,2026-04-04T08:00:44.345535+00:00,LINKUSDT,long,8295.2225,8.66,8.67,9.5788,0.0,7,0.08295222518543212,normal,normal
78,2026-04-04T08:01:08.023590+00:00,MATICUSDT,short,5247.1962,0.3794,0.3794,-0.0,0.0,3,0.05247196154726482,normal,normal
79,2026-04-04T08:01:19.912861+00:00,ETHUSDT,long,8315.3601,2053.82,2054.08,1.0527,0.0,6,0.08315360090022507,normal,normal
81,2026-04-04T08:01:49.971331+00:00,DOTUSDT,short,5247.1962,1.247,1.247,-0.0,0.0,6,0.05247196154726482,high_vol,normal
82,2026-04-04T08:02:02.654843+00:00,ETHUSDT,long,8314.9269,2054.08,2053.52,-2.2669,0.0,3,0.08314926912618123,high_vol,normal
83,2026-04-04T08:02:14.492516+00:00,LINKUSDT,long,5802.6225,8.67,8.66,-6.6928,0.0,6,0.05802622543409307,high_vol,normal
87,2026-04-04T08:03:07.120001+00:00,MATICUSDT,short,5232.0834,0.3794,0.3794,-0.0,0.0,4,0.052320833605539956,normal,normal
88,2026-04-04T08:03:18.957628+00:00,DOTUSDT,short,5232.0834,1.247,1.247,-0.0,0.0,5,0.052320833605539956,normal,normal
90,2026-04-04T08:03:48.986129+00:00,ETHUSDT,long,8721.5,2053.52,2054.1,2.4633,0.0,7,0.08721499967335207,normal,normal
90,2026-04-04T08:03:48.986148+00:00,LINKUSDT,long,5814.3333,8.66,8.67,6.714,0.0,7,0.05814333311556804,normal,normal
