cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
11,2026-04-13T13:45:08.470095+00:00,ETHUSDT,short,30000.0,2190.01,2186.92,42.3286,0.0,10,0.3,crisis,normal
22,2026-04-13T13:48:09.919957+00:00,ETHUSDT,short,30000.0,2186.92,2185.34,21.6743,0.0,10,0.3,crisis,normal
25,2026-04-13T13:48:55.854857+00:00,ETHUSDT,short,25000.0,2185.34,2194.7,-107.0772,0.0,2,0.25,crisis,normal
27,2026-04-13T13:49:25.831707+00:00,ETHUSDT,long,25000.0,2194.7,2194.7,0.0,0.0,2,0.25,crisis,normal
33,2026-04-13T13:51:17.756889+00:00,ETHUSDT,short,25000.0,2194.7,2209.12,-164.2594,0.0,6,0.25,crisis,normal
43,2026-04-13T13:54:03.620671+00:00,ETHUSDT,short,25000.0,2209.12,2200.89,93.1366,0.0,10,0.25,crisis,normal
49,2026-04-13T13:55:39.245041+00:00,ETHUSDT,short,25000.0,2200.89,2204.6,-42.142,0.0,6,0.25,crisis,normal
55,2026-04-13T13:57:36.361629+00:00,ETHUSDT,short,25000.0,2204.6,2208.56,-44.9061,0.0,6,0.25,normal,normal
61,2026-04-13T13:59:11.462489+00:00,ETHUSDT,short,25000.0,2208.56,2212.37,-43.1276,0.0,6,0.25,normal,normal
69,2026-04-13T14:01:17.437533+00:00,ETHUSDT,short,25000.0,2212.37,2215.1,-30.8493,0.0,6,0.25,normal,normal
81,2026-04-13T14:04:25.242254+00:00,ETHUSDT,short,25000.0,2215.1,2204.95,114.5546,0.0,10,0.25,normal,normal
87,2026-04-13T14:05:53.769550+00:00,ETHUSDT,short,25000.0,2204.95,2207.74,-31.6334,0.0,6,0.25,normal,normal
93,2026-04-13T14:07:27.222733+00:00,ETHUSDT,short,25000.0,2207.74,2210.36,-29.6683,0.0,6,0.25,normal,normal
103,2026-04-13T14:10:01.054648+00:00,ETHUSDT,short,25000.0,2210.36,2203.82,73.9699,0.0,10,0.25,crisis,normal
109,2026-04-13T14:11:44.511470+00:00,ETHUSDT,short,25000.0,2203.82,2209.76,-67.383,0.0,6,0.25,normal,normal
122,2026-04-13T14:15:12.257487+00:00,ETHUSDT,short,25000.0,2209.76,2208.4,15.3863,0.0,10,0.25,normal,normal
130,2026-04-13T14:17:16.203725+00:00,ETHUSDT,short,25000.0,2208.4,2212.0,-40.7535,0.0,6,0.25,normal,normal
140,2026-04-13T14:19:48.071365+00:00,ETHUSDT,short,25000.0,2212.0,2205.48,73.689,0.0,10,0.25,crisis,normal
146,2026-04-13T14:21:25.345509+00:00,ETHUSDT,short,25000.0,2205.48,2209.24,-42.6211,0.0,6,0.25,crisis,normal
152,2026-04-13T14:23:01.656433+00:00,ETHUSDT,short,25000.0,2209.24,2211.77,-28.6298,0.0,6,0.25,normal,normal
162,2026-04-13T14:25:40.317414+00:00,ETHUSDT,short,25000.0,2211.77,2210.34,16.1635,0.0,10,0.25,normal,normal
168,2026-04-13T14:27:09.129226+00:00,ETHUSDT,short,25000.0,2210.34,2211.01,-7.578,0.0,6,0.25,normal,normal
174,2026-04-13T14:28:51.345450+00:00,ETHUSDT,short,25000.0,2211.01,2212.19,-13.3423,0.0,6,0.25,normal,normal
181,2026-04-13T14:30:38.696335+00:00,ETHUSDT,short,25000.0,2212.19,2212.74,-6.2156,0.0,7,0.25,normal,normal
188,2026-04-13T14:32:23.695283+00:00,ETHUSDT,short,12500.0,2212.74,2213.74,-5.6491,0.0,6,0.125,normal,normal
194,2026-04-13T14:34:03.942876+00:00,ETHUSDT,short,12500.0,2213.74,2215.3,-8.8086,0.0,6,0.125,crisis,normal
