cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
11,2026-04-14T07:26:50.185807+00:00,ADAUSDT,long,12077.4577,0.2445,0.2446,4.9397,0.0,10,0.12077457719682547,normal,normal
11,2026-04-14T07:26:50.185839+00:00,ETHUSDT,short,17922.5423,2380.4,2378.5,14.3055,0.0,10,0.17922542280317455,normal,normal
17,2026-04-14T07:28:25.802997+00:00,ETHUSDT,short,22280.9178,2378.5,2381.43,-27.4472,0.0,6,0.2228091781549901,high_vol,normal
20,2026-04-14T07:29:22.880280+00:00,ADAUSDT,long,7719.0822,0.2446,0.2445,-3.1558,0.0,9,0.07719082184500992,high_vol,normal
29,2026-04-14T07:31:39.591351+00:00,ETHUSDT,short,25000.0,2381.43,2378.96,25.9298,0.0,10,0.25,normal,normal
31,2026-04-14T07:32:55.631735+00:00,ETHUSDT,long,14195.7776,2378.96,2377.19,-10.562,0.0,2,0.14195777566352807,normal,normal
35,2026-04-14T07:34:01.146729+00:00,ADAUSDT,long,10804.2224,0.244,0.2438,-8.8559,0.0,6,0.10804222433647191,normal,normal
41,2026-04-14T07:35:43.122511+00:00,ETHUSDT,short,14504.8609,2377.19,2376.04,7.0169,0.0,10,0.14504860906478761,normal,normal
42,2026-04-14T07:36:00.995849+00:00,ADAUSDT,long,10500.6363,0.2438,0.2437,-4.3071,0.0,7,0.10500636298018216,normal,normal
49,2026-04-14T07:37:46.490958+00:00,ADAUSDT,long,9837.5702,0.2437,0.2436,-4.0368,0.0,6,0.09837570190987384,crisis,normal
51,2026-04-14T07:38:37.779219+00:00,ETHUSDT,short,15056.9797,2376.04,2373.88,13.6879,0.0,10,0.15056979661037181,crisis,normal
57,2026-04-14T07:40:19.078847+00:00,ETHUSDT,short,15267.2238,2373.88,2374.81,-5.9811,0.0,6,0.15267223826857185,high_vol,normal
61,2026-04-14T07:41:20.830081+00:00,ADAUSDT,long,9732.7762,0.2436,0.2436,0.0,0.0,10,0.09732776173142815,high_vol,normal
68,2026-04-14T07:43:04.239272+00:00,ETHUSDT,short,25000.0,2374.81,2371.73,32.4236,0.0,10,0.25,normal,normal
71,2026-04-14T07:43:51.325898+00:00,ADAUSDT,long,10323.0949,0.2436,0.2434,-8.4754,0.0,6,0.10323094925435622,normal,normal
77,2026-04-14T07:45:25.990640+00:00,ADAUSDT,long,10392.5635,0.2434,0.2432,-8.5395,0.0,6,0.10392563512355514,normal,normal
79,2026-04-14T07:45:59.871350+00:00,ETHUSDT,short,14818.8879,2371.73,2372.3,-3.5614,0.0,10,0.1481888791515701,normal,normal
83,2026-04-14T07:47:01.315927+00:00,ADAUSDT,long,17151.0359,0.2432,0.2431,-7.0522,0.0,6,0.17151035854640725,normal,normal
88,2026-04-14T07:48:16.369471+00:00,ETHUSDT,short,7901.6425,2372.3,2373.3,-3.3308,0.0,9,0.07901642530858198,normal,normal
92,2026-04-14T07:49:18.509449+00:00,ADAUSDT,long,10035.0169,0.2431,0.243,-4.1279,0.0,9,0.1003501687020277,normal,normal
99,2026-04-14T07:51:04.486256+00:00,ETHUSDT,short,14830.512,2373.3,2372.64,4.1243,0.0,10,0.14830511983729244,normal,normal
103,2026-04-14T07:52:04.912567+00:00,ADAUSDT,long,10133.7292,0.243,0.2431,4.1703,0.0,10,0.10133729186305655,normal,normal
105,2026-04-14T07:52:38.770785+00:00,ETHUSDT,short,14701.3933,2372.64,2373.67,-6.3821,0.0,6,0.14701393344449712,normal,normal
111,2026-04-14T07:54:16.787219+00:00,ETHUSDT,short,14641.4668,2373.67,2373.81,-0.8636,0.0,6,0.14641466810348364,normal,normal
113,2026-04-14T07:54:51.479651+00:00,ADAUSDT,long,10165.1984,0.2431,0.2433,8.363,0.0,10,0.1016519840288236,high_vol,normal
117,2026-04-14T07:55:55.466709+00:00,ETHUSDT,short,14382.7852,2373.81,2376.36,-15.4503,0.0,6,0.14382785193440956,high_vol,normal
123,2026-04-14T07:57:24.694005+00:00,ETHUSDT,short,25000.0,2376.36,2376.4,-0.4208,0.0,6,0.25,normal,normal
129,2026-04-14T07:58:58.617942+00:00,ETHUSDT,short,15166.0535,2376.4,2377.35,-6.0628,0.0,6,0.15166053451395142,normal,normal
133,2026-04-14T08:00:00.908848+00:00,ADAUSDT,long,9833.9465,0.2434,0.2434,0.0,0.0,10,0.09833946548604856,normal,normal
136,2026-04-14T08:00:47.257140+00:00,ETHUSDT,short,15052.5454,2377.35,2378.41,-6.7115,0.0,6,0.15052545359628589,normal,normal
140,2026-04-14T08:01:47.648488+00:00,ADAUSDT,long,9760.43,0.2434,0.2433,-4.01,0.0,6,0.09760430028483844,crisis,normal
146,2026-04-14T08:03:19.186642+00:00,ETHUSDT,short,15097.6415,2378.41,2374.28,26.2164,0.0,10,0.15097641461710878,crisis,normal
149,2026-04-14T08:04:06.918615+00:00,ADAUSDT,long,10324.6062,0.2433,0.243,-12.7307,0.0,6,0.10324606203466674,normal,normal
153,2026-04-14T08:05:11.842709+00:00,ETHUSDT,short,15211.3312,2374.28,2378.25,-25.4347,0.0,6,0.1521133118453404,high_vol,normal
157,2026-04-14T08:06:13.531840+00:00,ADAUSDT,long,9806.2549,0.243,0.2429,-4.0355,0.0,6,0.09806254926443257,high_vol,normal
161,2026-04-14T08:07:18.814993+00:00,ETHUSDT,short,25000.0,2378.25,2379.36,-11.6682,0.0,6,0.25,normal,normal
170,2026-04-14T08:09:43.166687+00:00,ETHUSDT,short,14439.0001,2377.44,2377.49,-0.3037,0.0,6,0.14439000137767533,normal,normal
172,2026-04-14T08:10:16.298562+00:00,ADAUSDT,long,10560.9999,0.2429,0.2428,-4.3479,0.0,8,0.10560999862232466,normal,normal
178,2026-04-14T08:11:45.361343+00:00,ADAUSDT,long,10547.6851,0.2428,0.2425,-13.0326,0.0,6,0.10547685066954776,normal,normal
180,2026-04-14T08:12:18.433195+00:00,ETHUSDT,short,14423.7414,2377.49,2378.51,-6.1881,0.0,10,0.14423741407036011,normal,normal
186,2026-04-14T08:13:49.405218+00:00,ETHUSDT,short,14460.8631,2378.51,2378.52,-0.0608,0.0,6,0.14460863081661757,normal,normal
188,2026-04-14T08:14:22.236513+00:00,ADAUSDT,long,10534.3278,0.2425,0.2426,4.3441,0.0,10,0.10534327840952418,normal,normal
196,2026-04-14T08:16:29.087053+00:00,ETHUSDT,short,14388.5866,2378.52,2378.77,-1.5123,0.0,10,0.1438858656981107,crisis,normal
198,2026-04-14T08:16:58.807445+00:00,ADAUSDT,long,10679.695,0.2426,0.2428,8.8044,0.0,10,0.10679695029848549,crisis,normal
