cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
4,2026-04-06T09:22:59.055698+00:00,AVAXUSDT,long,5000.0,9.49,9.49,0.0,0.0,3,0.049999999999999996,normal,normal
4,2026-04-06T09:23:16.755067+00:00,DOTUSDT,short,6923.0769,1.282,1.282,-0.0,0.0,3,0.06923076923076922,normal,normal
6,2026-04-06T09:23:27.907400+00:00,ETHUSDT,long,7500.0,2166.98,2167.25,0.9345,0.0,5,0.075,crisis,normal
5,2026-04-06T09:23:29.147169+00:00,MATICUSDT,short,6923.0769,0.3794,0.3794,-0.0,0.0,4,0.06923076923076922,normal,normal
7,2026-04-06T09:23:40.273364+00:00,LINKUSDT,long,5000.0,9.12,9.13,5.4825,0.0,6,0.049999999999999996,crisis,normal
7,2026-04-06T09:23:40.273404+00:00,DOTUSDT,short,5000.0,1.283,1.282,3.8971,0.0,6,0.049999999999999996,crisis,normal
7,2026-04-06T09:23:40.273419+00:00,MATICUSDT,short,5000.0,0.3794,0.3794,-0.0,0.0,6,0.049999999999999996,crisis,normal
8,2026-04-06T09:24:11.113655+00:00,ETHUSDT,long,6923.0769,2168.99,2166.58,-7.6923,0.0,7,0.06923076923076922,crisis,normal
9,2026-04-06T09:24:22.944835+00:00,MATICUSDT,short,6923.0769,0.3794,0.3794,-0.0,0.0,4,0.06923076923076922,crisis,normal
10,2026-04-06T09:24:25.959259+00:00,ETHUSDT,long,6923.0769,2167.25,2165.4,-5.9097,0.0,3,0.06923076923076922,crisis,normal
13,2026-04-06T09:25:01.236424+00:00,DOTUSDT,short,6923.0769,1.282,1.282,-0.0,0.0,6,0.06923076923076922,normal,normal
12,2026-04-06T09:25:07.406240+00:00,DOTUSDT,short,6923.0769,1.282,1.281,5.4002,0.0,7,0.06923076923076922,crisis,normal
12,2026-04-06T09:25:07.406254+00:00,ETHUSDT,long,6923.0769,2166.58,2164.5,-6.6464,0.0,3,0.06923076923076922,crisis,normal
12,2026-04-06T09:25:07.406266+00:00,MATICUSDT,short,6923.0769,0.3794,0.3794,-0.0,0.0,3,0.06923076923076922,crisis,normal
14,2026-04-06T09:25:13.198179+00:00,MATICUSDT,short,6923.0769,0.3794,0.3794,-0.0,0.0,7,0.06923076923076922,normal,normal
16,2026-04-06T09:25:41.613138+00:00,AVAXUSDT,long,5000.0,9.48,9.47,-5.2743,0.0,5,0.049999999999999996,normal,normal
15,2026-04-06T09:25:42.846514+00:00,LINKUSDT,long,5714.2857,9.1,9.1,0.0,0.0,4,0.057142857142857134,crisis,normal
17,2026-04-06T09:25:53.415612+00:00,ETHUSDT,long,7500.0,2165.4,2164.88,-1.8011,0.0,6,0.075,normal,normal
16,2026-04-06T09:26:00.832148+00:00,AVAXUSDT,long,5714.2857,9.48,9.45,-18.0832,0.0,5,0.057142857142857134,crisis,normal
16,2026-04-06T09:26:00.832168+00:00,ETHUSDT,long,6923.0769,2164.5,2161.03,-11.0987,0.0,3,0.06923076923076922,crisis,normal
18,2026-04-06T09:26:05.196088+00:00,LINKUSDT,long,5000.0,9.1,9.1,0.0,0.0,7,0.049999999999999996,normal,normal
19,2026-04-06T09:26:17.107440+00:00,DOTUSDT,short,5769.2308,1.281,1.281,-0.0,0.0,4,0.057692307692307696,normal,normal
18,2026-04-06T09:26:24.473525+00:00,DOTUSDT,short,6923.0769,1.281,1.279,10.8089,0.0,5,0.06923076923076922,crisis,normal
20,2026-04-06T09:26:33.924037+00:00,MATICUSDT,short,5769.2308,0.3794,0.3794,-0.0,0.0,5,0.057692307692307696,crisis,normal
20,2026-04-06T09:26:48.266018+00:00,MATICUSDT,short,6923.0769,0.3794,0.3794,-0.0,0.0,7,0.06923076923076922,crisis,normal
23,2026-04-06T09:27:09.206579+00:00,ETHUSDT,long,5769.2308,2164.88,2161.0,-10.3399,0.0,6,0.057692307692307696,crisis,normal
23,2026-04-06T09:27:09.206597+00:00,LINKUSDT,long,5769.2308,9.1,9.09,-6.3398,0.0,4,0.057692307692307696,crisis,normal
24,2026-04-06T09:27:41.705015+00:00,ETHUSDT,long,5769.2308,2161.03,2159.99,-2.7765,0.0,7,0.057692307692307696,crisis,normal
24,2026-04-06T09:27:41.705034+00:00,DOTUSDT,short,5769.2308,1.279,1.279,-0.0,0.0,5,0.057692307692307696,crisis,normal
24,2026-04-06T09:27:41.705042+00:00,MATICUSDT,short,5718.1745,0.3794,0.3794,-0.0,0.0,3,0.05718174466679574,crisis,normal
27,2026-04-06T09:28:03.080193+00:00,DOTUSDT,short,5662.7731,1.279,1.279,-0.0,0.0,6,0.05662773125475804,crisis,normal
27,2026-04-06T09:28:03.080209+00:00,MATICUSDT,short,5662.7731,0.3794,0.3794,-0.0,0.0,6,0.05662773125475804,crisis,normal
30,2026-04-06T09:28:55.093086+00:00,ETHUSDT,long,6325.3123,2161.0,2160.28,-2.1075,0.0,7,0.06325312315561676,crisis,normal
31,2026-04-06T09:29:15.190291+00:00,ETHUSDT,long,5772.3874,2159.99,2160.17,0.481,0.0,6,0.057723873791719865,crisis,normal
