cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason,mae,mfe
2,2026-04-14T10:45:27.826867+00:00,ADAUSDT,long,15000.0,0.3031,0.293,-499.835,0.0,1,0.15,normal,normal,-499.835,0.0
4,2026-04-14T10:45:31.848114+00:00,ARBUSDT,long,5000.0,1.0404,0.9901,-241.7339,0.0,1,0.049999999999999996,normal,normal,-241.7339,0.0
5,2026-04-14T10:45:32.758020+00:00,ETHUSDT,short,15000.0,1846.99,1832.71,115.9725,0.0,2,0.15,normal,normal,0.0,375.1239
7,2026-04-14T10:45:36.289521+00:00,ETHUSDT,short,15900.1841,1832.71,1891.71,-511.8709,0.0,2,0.1590018411771571,normal,normal,-511.8709,0.0
9,2026-04-14T10:45:39.357715+00:00,NEARUSDT,long,15000.0,1.32,1.446,1431.8182,0.0,8,0.15,crisis,normal,0.0,3590.9091
11,2026-04-14T10:45:53.921353+00:00,ETHUSDT,short,17026.0373,1891.71,2121.32,-2066.5686,0.0,4,0.17026037269402736,crisis,normal,-2066.5686,57.9622
13,2026-04-14T10:45:57.404761+00:00,ADAUSDT,long,5000.0,0.3071,0.3844,1258.5477,0.0,10,0.049999999999999996,crisis,normal,0.0,1282.9697
14,2026-04-14T10:45:58.733626+00:00,NEARUSDT,short,10000.0,1.598,1.701,-644.5557,0.0,1,0.09999999999999999,crisis,normal,-644.5557,0.0
16,2026-04-14T10:46:02.179223+00:00,ETHUSDT,short,10000.0,2053.17,1979.39,359.3468,0.0,3,0.09999999999999999,crisis,normal,-2.3378,359.3468
16,2026-04-14T10:46:02.179242+00:00,ADAUSDT,short,10000.0,0.3844,0.3579,689.3861,0.0,3,0.09999999999999999,crisis,normal,0.0,718.0021
18,2026-04-14T10:46:05.277159+00:00,ETHUSDT,long,8333.3333,1979.39,1961.77,-74.1811,0.0,2,0.08333333333333333,crisis,normal,-74.1811,332.973
19,2026-04-14T10:46:12.115950+00:00,ADAUSDT,long,8333.3333,0.3579,0.3671,214.2125,0.0,3,0.08333333333333333,crisis,normal,0.0,486.635
23,2026-04-14T10:46:27.171288+00:00,NEARUSDT,long,8333.3333,1.538,1.75,1148.6779,0.0,7,0.08333333333333333,crisis,normal,0.0,2486.9961
34,2026-04-14T10:46:54.756143+00:00,ARBUSDT,short,25000.0,1.0666,1.1105,-1028.9706,0.0,7,0.25,normal,normal,-1028.9706,1411.0257
38,2026-04-14T10:46:59.838026+00:00,ETHUSDT,long,12500.0,2243.37,2232.7,-59.453,0.0,2,0.125,normal,normal,-59.453,278.3758
43,2026-04-14T10:47:17.532520+00:00,NEARUSDT,long,12500.0,2.149,2.24,529.316,0.0,7,0.125,normal,normal,0.0,2152.1638
43,2026-04-14T10:47:17.532541+00:00,ETHUSDT,long,8333.3333,2355.73,2225.12,-462.0295,0.0,4,0.08333333333333333,normal,normal,-462.0295,10.577
47,2026-04-14T10:47:23.038938+00:00,NEARUSDT,long,8333.3333,2.322,2.191,-470.1407,0.0,1,0.08333333333333334,normal,normal,-470.1407,0.0
