cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
7,2026-04-09T06:16:00.113337+00:00,ETHUSDT,long,5790.6303,2183.95,2182.76,-3.1552,0.0,6,0.05790630250793523,normal,normal
11,2026-04-09T06:17:02.049416+00:00,NEARUSDT,long,11388.1697,1.34,1.34,0.0,0.0,10,0.11388169660772321,high_vol,normal
11,2026-04-09T06:17:02.049440+00:00,ARBUSDT,long,12821.2001,0.1021,0.1021,0.0,0.0,10,0.12821200088434156,high_vol,normal
15,2026-04-09T06:18:01.326784+00:00,ETHUSDT,long,5780.2037,2182.76,2181.96,-2.1185,0.0,6,0.0578020368311983,crisis,normal
33,2026-04-09T06:22:36.931618+00:00,ADAUSDT,short,25000.0,0.2497,0.2498,-10.012,0.0,6,0.25,normal,normal
39,2026-04-09T06:24:01.426943+00:00,ETHUSDT,long,5399.0927,2180.0,2179.53,-1.164,0.0,6,0.05399092705069512,normal,normal
41,2026-04-09T06:24:37.466089+00:00,NEARUSDT,long,6710.1067,1.34,1.339,-5.0075,0.0,8,0.0671010665889595,high_vol,normal
43,2026-04-09T06:25:06.330747+00:00,ARBUSDT,long,7782.2908,0.1018,0.1019,7.6447,0.0,10,0.07782290845297449,high_vol,normal
43,2026-04-09T06:25:06.330797+00:00,ADAUSDT,short,5108.5098,0.2498,0.2497,2.045,0.0,10,0.0510850979073709,high_vol,normal
45,2026-04-09T06:25:36.908670+00:00,ETHUSDT,long,5402.5546,2179.53,2177.91,-4.0156,0.0,6,0.05402554635774199,high_vol,normal
60,2026-04-09T06:29:17.495084+00:00,ADAUSDT,long,8333.3333,0.2496,0.2497,3.3387,0.0,8,0.08333333333333333,normal,normal
62,2026-04-09T06:29:50.616366+00:00,ETHUSDT,long,8333.3333,2176.97,2177.46,1.8757,0.0,10,0.08333333333333333,high_vol,normal
62,2026-04-09T06:29:50.616379+00:00,NEARUSDT,long,8333.3333,1.339,1.339,0.0,0.0,10,0.08333333333333333,high_vol,normal
66,2026-04-09T06:30:50.918085+00:00,ARBUSDT,long,8333.3333,0.1019,0.102,8.178,0.0,10,0.08333333333333334,high_vol,normal
70,2026-04-09T06:31:49.370104+00:00,ADAUSDT,short,5036.8911,0.2497,0.2497,-0.0,0.0,10,0.05036891130092026,high_vol,normal
80,2026-04-09T06:34:45.513823+00:00,NEARUSDT,long,8333.3333,1.34,1.339,-6.2189,0.0,6,0.08333333333333333,normal,normal
82,2026-04-09T06:35:18.976601+00:00,ARBUSDT,long,9841.4542,0.102,0.1019,-9.6485,0.0,6,0.09841454230123578,normal,normal
82,2026-04-09T06:35:18.976632+00:00,ADAUSDT,long,8333.3333,0.2498,0.25,6.672,0.0,8,0.08333333333333333,normal,normal
84,2026-04-09T06:35:45.632759+00:00,ETHUSDT,long,8333.3333,2178.25,2178.68,1.6451,0.0,10,0.08333333333333333,normal,normal
84,2026-04-09T06:35:45.632773+00:00,ADAUSDT,short,5054.7823,0.25,0.25,-0.0,0.0,2,0.05054782306302964,normal,normal
86,2026-04-09T06:36:15.630823+00:00,ADAUSDT,long,8333.3333,0.25,0.2501,3.3333,0.0,2,0.08333333333333333,normal,normal
90,2026-04-09T06:37:09.995852+00:00,NEARUSDT,long,8333.3333,1.339,1.339,0.0,0.0,10,0.08333333333333333,normal,normal
91,2026-04-09T06:37:26.990963+00:00,ETHUSDT,long,8333.3333,2178.68,2178.0,-2.601,0.0,7,0.08333333333333333,normal,normal
92,2026-04-09T06:37:43.069532+00:00,ARBUSDT,long,7832.4866,0.1019,0.102,7.6864,0.0,10,0.07832486648782562,normal,normal
96,2026-04-09T06:38:52.877721+00:00,ADAUSDT,short,5035.5935,0.2501,0.25,2.0134,0.0,10,0.05035593531848635,normal,normal
98,2026-04-09T06:39:19.579798+00:00,ARBUSDT,long,7870.237,0.102,0.1019,-7.7159,0.0,6,0.0787023695197218,normal,normal
100,2026-04-09T06:39:50.308356+00:00,NEARUSDT,long,8685.2406,1.339,1.341,12.9727,0.0,10,0.08685240594684532,normal,normal
102,2026-04-09T06:40:20.166543+00:00,ETHUSDT,long,5418.5317,2178.0,2178.05,0.1244,0.0,10,0.054185317425748794,crisis,normal
106,2026-04-09T06:41:18.524082+00:00,ADAUSDT,long,8333.3333,0.25,0.2501,3.3333,0.0,10,0.08333333333333333,crisis,normal
108,2026-04-09T06:41:45.379452+00:00,ARBUSDT,long,9841.1313,0.1019,0.102,9.6576,0.0,10,0.09841131289229653,crisis,normal
