cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
4,2026-04-04T01:40:40.446005+00:00,DOTUSDT,short,5454.5455,1.236,1.236,-0.0,0.0,3,0.05454545454545454,normal,normal
5,2026-04-04T01:40:57.802238+00:00,AVAXUSDT,long,5454.5455,8.88,8.88,0.0,0.0,4,0.05454545454545454,normal,normal
6,2026-04-04T01:41:09.812060+00:00,ETHUSDT,long,5454.5455,2051.8,2051.81,0.0266,0.0,5,0.05454545454545454,normal,normal
6,2026-04-04T01:41:09.812078+00:00,MATICUSDT,short,5454.5455,0.3794,0.3794,-0.0,0.0,5,0.05454545454545454,normal,normal
8,2026-04-04T01:41:33.544833+00:00,LINKUSDT,long,5454.5455,8.63,8.64,6.3204,0.0,7,0.05454545454545454,normal,normal
8,2026-04-04T01:41:33.544856+00:00,DOTUSDT,short,5000.0,1.236,1.236,-0.0,0.0,3,0.049999999999999996,normal,normal
11,2026-04-04T01:42:20.798637+00:00,AVAXUSDT,long,5000.0,8.88,8.87,-5.6306,0.0,6,0.049999999999999996,high_vol,normal
13,2026-04-04T01:42:44.864182+00:00,MATICUSDT,short,5454.5455,0.3794,0.3794,-0.0,0.0,6,0.05454545454545454,normal,normal
14,2026-04-04T01:42:56.741256+00:00,ETHUSDT,long,5454.5455,2051.81,2051.74,-0.1861,0.0,7,0.05454545454545454,normal,normal
15,2026-04-04T01:43:14.193915+00:00,LINKUSDT,long,5454.5455,8.64,8.64,0.0,0.0,6,0.05454545454545454,high_vol,normal
16,2026-04-04T01:43:26.120675+00:00,DOTUSDT,short,5454.5455,1.236,1.235,4.4131,0.0,7,0.05454545454545454,high_vol,normal
16,2026-04-04T01:43:26.120711+00:00,MATICUSDT,short,7500.0,0.3794,0.3794,-0.0,0.0,3,0.075,high_vol,normal
20,2026-04-04T01:44:20.180248+00:00,LINKUSDT,long,7142.8571,8.64,8.64,0.0,0.0,5,0.07142857142857144,normal,normal
22,2026-04-04T01:44:43.897177+00:00,ETHUSDT,long,7142.8571,2051.58,2051.43,-0.5222,0.0,7,0.07142857142857144,normal,normal
26,2026-04-04T01:45:40.421660+00:00,ETHUSDT,long,6278.4812,2051.43,2050.83,-1.8363,0.0,3,0.06278481168559254,high_vol,normal
27,2026-04-04T01:45:53.012992+00:00,LINKUSDT,long,6842.466,8.64,8.63,-7.9195,0.0,6,0.06842466029595583,high_vol,normal
30,2026-04-04T01:46:34.820846+00:00,LINKUSDT,long,7215.6896,8.63,8.63,0.0,0.0,3,0.0721568958601617,normal,normal
31,2026-04-04T01:46:46.561253+00:00,MATICUSDT,short,7045.7472,0.3794,0.3794,-0.0,0.0,4,0.07045747218645104,normal,normal
32,2026-04-04T01:46:58.469973+00:00,ETHUSDT,long,7215.6896,2050.83,2050.87,0.1407,0.0,5,0.0721568958601617,normal,normal
35,2026-04-04T01:47:39.823162+00:00,DOTUSDT,short,6152.351,1.234,1.235,-4.9857,0.0,6,0.06152350981118106,crisis,normal
37,2026-04-04T01:48:03.776846+00:00,LINKUSDT,long,6938.1573,8.63,8.64,8.0396,0.0,6,0.06938157346837347,crisis,normal
42,2026-04-04T01:49:08.478406+00:00,ETHUSDT,long,6937.5327,2051.53,2051.21,-1.0821,0.0,3,0.06937532695738488,normal,normal
46,2026-04-04T01:50:02.142864+00:00,LINKUSDT,long,6937.5327,8.64,8.63,-8.0296,0.0,7,0.06937532695738488,high_vol,normal
47,2026-04-04T01:50:16.339493+00:00,ETHUSDT,long,6954.3681,2051.21,2051.39,0.6103,0.0,4,0.0695436813812888,high_vol,normal
51,2026-04-04T01:51:18.033437+00:00,ETHUSDT,long,8480.1386,2051.39,2051.89,2.0669,0.0,4,0.08480138590669531,high_vol,normal
54,2026-04-04T01:51:53.677689+00:00,LINKUSDT,long,8480.1386,8.63,8.64,9.8263,0.0,7,0.08480138590669531,normal,normal
56,2026-04-04T01:52:23.216217+00:00,MATICUSDT,short,6887.2086,0.3794,0.3794,-0.0,0.0,7,0.0688720856962823,normal,normal
59,2026-04-04T01:52:58.674617+00:00,ETHUSDT,long,8500.7803,2051.89,2051.61,-1.16,0.0,6,0.08500780335544283,normal,normal
