cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
4,2026-04-02T00:08:44.439568+00:00,MATICUSDT,short,10000.0,0.3794,0.3794,-0.0,0.0,3,0.09999999999999999,normal,normal
4,2026-04-02T00:08:44.439617+00:00,SOLUSDT,short,10000.0,81.15,81.15,-0.0,0.0,3,0.09999999999999999,normal,normal
7,2026-04-02T00:09:28.840955+00:00,DOTUSDT,short,10000.0,1.26,1.26,-0.0,0.0,6,0.09999999999999999,normal,normal
10,2026-04-02T00:10:15.307984+00:00,SOLUSDT,short,10000.0,81.15,81.17,-2.4646,0.0,6,0.09999999999999999,normal,normal
10,2026-04-02T00:10:15.308007+00:00,DOTUSDT,short,10000.0,1.26,1.26,-0.0,0.0,3,0.09999999999999999,normal,normal
11,2026-04-02T00:10:29.093917+00:00,MATICUSDT,short,10000.0,0.3794,0.3794,-0.0,0.0,7,0.09999999999999999,normal,normal
13,2026-04-02T00:10:55.129003+00:00,DOTUSDT,short,10000.0,1.26,1.26,-0.0,0.0,3,0.09999999999999999,normal,normal
13,2026-04-02T00:10:55.129060+00:00,SOLUSDT,short,10000.0,81.17,81.17,-0.0,0.0,3,0.09999999999999999,normal,normal
17,2026-04-02T00:11:53.402070+00:00,SOLUSDT,short,10000.0,81.17,81.16,1.232,0.0,4,0.09999999999999999,crisis,normal
18,2026-04-02T00:12:06.140786+00:00,MATICUSDT,short,10000.0,0.3794,0.3794,-0.0,0.0,7,0.09999999999999999,crisis,normal
20,2026-04-02T00:12:40.106078+00:00,DOTUSDT,short,10000.0,1.26,1.259,7.9365,0.0,7,0.09999999999999999,crisis,normal
21,2026-04-02T00:12:53.109192+00:00,SOLUSDT,short,6250.0,81.16,81.08,6.1607,0.0,4,0.0625,crisis,normal
22,2026-04-02T00:13:06.059245+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,4,0.0625,high_vol,normal
26,2026-04-02T00:14:02.684927+00:00,DOTUSDT,short,6250.0,1.259,1.259,-0.0,0.0,6,0.0625,high_vol,normal
28,2026-04-02T00:14:29.334446+00:00,SOLUSDT,short,6250.0,81.08,81.17,-6.9376,0.0,7,0.0625,high_vol,normal
30,2026-04-02T00:15:04.049289+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,6,0.0625,normal,normal
31,2026-04-02T00:15:17.359295+00:00,SOLUSDT,short,6250.0,81.17,81.17,-0.0,0.0,3,0.0625,normal,normal
32,2026-04-02T00:15:30.067381+00:00,DOTUSDT,short,6250.0,1.259,1.26,-4.9643,0.0,5,0.0625,normal,normal
36,2026-04-02T00:16:35.405680+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,6,0.0625,normal,normal
36,2026-04-02T00:16:35.405697+00:00,SOLUSDT,short,6250.0,81.17,81.21,-3.08,0.0,5,0.0625,normal,normal
39,2026-04-02T00:17:18.374519+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,3,0.0625,normal,normal
42,2026-04-02T00:18:11.789810+00:00,SOLUSDT,short,6250.0,81.21,80.95,20.0099,0.0,6,0.0625,normal,normal
43,2026-04-02T00:18:25.750552+00:00,DOTUSDT,short,6250.0,1.26,1.259,4.9603,0.0,7,0.0625,normal,normal
45,2026-04-02T00:18:56.322153+00:00,SOLUSDT,short,6250.0,80.95,81.11,-12.3533,0.0,3,0.0625,normal,normal
46,2026-04-02T00:19:09.491337+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,4,0.0625,normal,normal
47,2026-04-02T00:19:22.745253+00:00,DOTUSDT,short,6250.0,1.259,1.261,-9.9285,0.0,3,0.0625,normal,normal
48,2026-04-02T00:19:37.110904+00:00,SOLUSDT,short,6250.0,81.11,81.11,-0.0,0.0,3,0.0625,normal,normal
50,2026-04-02T00:20:10.900610+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,4,0.0625,normal,normal
52,2026-04-02T00:20:41.082867+00:00,DOTUSDT,short,6250.0,1.261,1.261,-0.0,0.0,5,0.0625,crisis,normal
53,2026-04-02T00:20:55.444451+00:00,SOLUSDT,short,6250.0,81.11,81.1,0.7706,0.0,5,0.0625,crisis,normal
60,2026-04-02T00:22:33.929151+00:00,DOTUSDT,short,6250.0,1.261,1.259,9.9128,0.0,4,0.0625,crisis,normal
61,2026-04-02T00:22:46.645575+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,5,0.0625,crisis,normal
62,2026-04-02T00:23:08.025983+00:00,SOLUSDT,short,6250.0,81.11,81.06,3.8528,0.0,6,0.0625,normal,normal
64,2026-04-02T00:23:39.417825+00:00,DOTUSDT,short,6250.0,1.259,1.26,-4.9643,0.0,4,0.0625,crisis,normal
66,2026-04-02T00:24:06.467983+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,5,0.0625,crisis,normal
71,2026-04-02T00:25:15.262506+00:00,SOLUSDT,short,6250.0,81.19,81.15,3.0792,0.0,6,0.0625,crisis,normal
72,2026-04-02T00:25:28.404845+00:00,DOTUSDT,short,6250.0,1.26,1.26,-0.0,0.0,7,0.0625,crisis,normal
73,2026-04-02T00:25:45.300282+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,7,0.0625,crisis,normal
74,2026-04-02T00:25:58.040322+00:00,SOLUSDT,short,6250.0,81.15,81.18,-2.3105,0.0,3,0.0625,crisis,normal
77,2026-04-02T00:26:38.772934+00:00,DOTUSDT,short,6250.0,1.26,1.261,-4.9603,0.0,5,0.0625,normal,normal
77,2026-04-02T00:26:38.772961+00:00,MATICUSDT,short,6250.0,0.3794,0.3794,-0.0,0.0,4,0.0625,normal,normal
78,2026-04-02T00:27:08.235248+00:00,SOLUSDT,short,6250.0,81.18,81.18,-0.0,0.0,4,0.0625,normal,normal
