cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
10,2026-04-09T05:10:54.265024+00:00,ETHUSDT,long,30000.0,2177.87,2176.35,-20.9379,0.0,9,0.3,high_vol,normal
13,2026-04-09T05:11:32.738325+00:00,ADAUSDT,long,8443.6465,0.2487,0.2487,0.0,0.0,10,0.08443646459569955,normal,normal
24,2026-04-09T05:14:12.646381+00:00,ETHUSDT,long,30000.0,2176.28,2176.94,9.0981,0.0,10,0.3,crisis,normal
26,2026-04-09T05:14:40.383082+00:00,ADAUSDT,long,7320.966,0.2487,0.2489,5.8874,0.0,10,0.07320966001570109,crisis,normal
34,2026-04-09T05:16:33.950876+00:00,ETHUSDT,long,12500.0,2176.94,2177.93,5.6846,0.0,10,0.125,crisis,normal
36,2026-04-09T05:17:02.755145+00:00,ADAUSDT,long,6558.9354,0.2489,0.2489,0.0,0.0,10,0.06558935405887123,normal,normal
42,2026-04-09T05:18:36.143541+00:00,ETHUSDT,long,25000.0,2177.93,2177.61,-3.6732,0.0,8,0.25,crisis,normal
48,2026-04-09T05:19:58.176018+00:00,ADAUSDT,long,12500.0,0.2489,0.2492,15.0663,0.0,10,0.125,crisis,normal
52,2026-04-09T05:21:02.024239+00:00,ETHUSDT,long,12500.0,2177.61,2179.78,12.4563,0.0,10,0.125,crisis,normal
57,2026-04-09T05:22:11.587993+00:00,ADAUSDT,long,7568.3481,0.2492,0.2491,-3.0371,0.0,9,0.07568348108613086,normal,normal
58,2026-04-09T05:22:25.755590+00:00,ETHUSDT,long,17451.8417,2179.78,2179.36,-3.3626,0.0,6,0.17451841720015096,normal,normal
64,2026-04-09T05:23:49.377512+00:00,ETHUSDT,long,12500.0,2179.36,2178.39,-5.5636,0.0,6,0.125,normal,normal
64,2026-04-09T05:23:49.377544+00:00,ADAUSDT,long,12500.0,0.2491,0.2489,-10.0361,0.0,6,0.125,normal,normal
70,2026-04-09T05:25:13.677053+00:00,ADAUSDT,long,7350.6439,0.2489,0.2487,-5.9065,0.0,6,0.07350643927159782,normal,normal
74,2026-04-09T05:26:11.282581+00:00,ETHUSDT,long,17649.3561,2178.39,2179.47,8.7502,0.0,10,0.1764935607284022,crisis,normal
80,2026-04-09T05:27:36.030748+00:00,ADAUSDT,long,12500.0,0.2487,0.249,15.0784,0.0,10,0.125,crisis,normal
84,2026-04-09T05:28:33.922285+00:00,ETHUSDT,long,17625.1811,2179.47,2180.33,6.9547,0.0,10,0.17625181063057838,crisis,normal
86,2026-04-09T05:29:03.140404+00:00,ADAUSDT,long,12500.0,0.249,0.2489,-5.0201,0.0,6,0.125,crisis,normal
94,2026-04-09T05:31:03.754790+00:00,ETHUSDT,long,12500.0,2180.33,2181.29,5.5038,0.0,10,0.125,crisis,normal
98,2026-04-09T05:32:00.170428+00:00,ADAUSDT,long,12500.0,0.2489,0.2491,10.0442,0.0,10,0.125,crisis,normal
104,2026-04-09T05:33:27.839757+00:00,ETHUSDT,long,17701.0484,2181.29,2184.74,27.9966,0.0,10,0.17701048359084665,normal,normal
108,2026-04-09T05:34:25.233761+00:00,ADAUSDT,long,12500.0,0.2491,0.2492,5.0181,0.0,10,0.125,crisis,normal
110,2026-04-09T05:35:05.189951+00:00,ETHUSDT,long,17717.7825,2184.74,2183.77,-7.8665,0.0,6,0.1771778245355089,crisis,normal
118,2026-04-09T05:37:08.511269+00:00,ADAUSDT,long,7895.6026,0.2492,0.2492,0.0,0.0,10,0.07895602620490848,crisis,normal
120,2026-04-09T05:37:49.345033+00:00,ETHUSDT,long,17713.8129,2183.77,2185.5,14.033,0.0,10,0.1771381286626842,crisis,normal
130,2026-04-09T05:40:27.113295+00:00,ETHUSDT,long,25000.0,2185.5,2188.49,34.2027,0.0,10,0.25,crisis,normal
132,2026-04-09T05:40:53.070188+00:00,ADAUSDT,long,12500.0,0.2495,0.25,25.0501,0.0,10,0.125,crisis,normal
136,2026-04-09T05:42:02.287959+00:00,ETHUSDT,long,12500.0,2188.49,2187.33,-6.6256,0.0,6,0.125,crisis,normal
138,2026-04-09T05:42:33.834663+00:00,ADAUSDT,long,12500.0,0.25,0.2499,-5.0,0.0,6,0.125,crisis,normal
146,2026-04-09T05:44:24.875107+00:00,ETHUSDT,long,17433.2532,2187.33,2187.59,2.0722,0.0,10,0.17433253184439826,normal,normal
152,2026-04-09T05:45:52.767750+00:00,ETHUSDT,long,17305.3707,2187.59,2187.5,-0.712,0.0,6,0.1730537070678076,normal,normal
153,2026-04-09T05:46:09.487152+00:00,ADAUSDT,long,12500.0,0.2499,0.2498,-5.002,0.0,9,0.125,normal,normal
158,2026-04-09T05:47:17.732742+00:00,ETHUSDT,long,17619.1773,2187.5,2186.21,-10.3903,0.0,6,0.1761917733581715,normal,normal
163,2026-04-09T05:48:26.445388+00:00,ADAUSDT,long,12500.0,0.2498,0.2497,-5.004,0.0,9,0.125,normal,normal
