cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason,mae,mfe,win_capture,loss_capture,exit_score
78,2026-04-19T22:38:26.720905+00:00,ADAUSDT,long,12500.0,0.933,0.914,-254.5552,0.0,3,0.125,normal,normal,-254.5552,308.1458,,1.0,-1.0
82,2026-04-19T22:39:06.613018+00:00,ADAUSDT,long,12500.0,0.937,0.91,-360.1921,0.0,3,0.125,normal,normal,-360.1921,200.1067,,1.0,-1.0
124,2026-04-19T22:46:44.405821+00:00,NEARUSDT,long,12500.0,5.76,5.603,-340.7118,0.0,3,0.125,normal,normal,-904.9479,427.5174,,0.3765,-0.3765
129,2026-04-19T22:46:56.069645+00:00,NEARUSDT,long,12500.0,5.252,5.198,-128.5225,0.0,4,0.125,normal,normal,-128.5225,556.9307,,1.0,-1.0
131,2026-04-19T22:47:01.088377+00:00,NEARUSDT,long,12500.0,5.198,5.083,-276.5487,0.0,2,0.125,high_vol,normal,-319.8346,0.0,,0.8647,-0.8647
383,2026-04-19T23:22:57.039763+00:00,ADAUSDT,long,12500.0,0.951,0.937,-184.0168,0.0,2,0.125,normal,normal,-486.3302,0.0,,0.3784,-0.3784
386,2026-04-19T23:23:04.033096+00:00,ADAUSDT,long,12500.0,0.937,0.91,-360.1921,0.0,3,0.125,normal,normal,-360.1921,200.1067,,1.0,-1.0
473,2026-04-19T23:36:20.488779+00:00,ETHUSDT,short,12500.0,2871.13,3183.52,-1360.0481,0.0,2,0.125,normal,normal,-1360.0481,0.0,,1.0,-1.0
483,2026-04-19T23:38:11.655803+00:00,ETHUSDT,short,12500.0,3183.52,2768.49,1629.6034,0.0,10,0.125,normal,normal,0.0,2416.7431,0.6743,,0.6743
