cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason
8,2026-04-13T22:52:32.116545+00:00,ETHUSDT,short,30000.0,2346.0,2347.54,-19.6931,0.0,7,0.3,high_vol,normal
19,2026-04-13T22:56:03.775116+00:00,ETHUSDT,short,30000.0,2348.54,2356.33,-99.5086,0.0,6,0.3,crisis,normal
32,2026-04-13T22:59:49.191009+00:00,ETHUSDT,short,12500.0,2356.33,2353.33,15.9146,0.0,10,0.125,crisis,normal
44,2026-04-13T23:03:17.080115+00:00,ETHUSDT,short,12500.0,2353.33,2342.35,58.3216,0.0,10,0.125,crisis,normal
50,2026-04-13T23:04:58.094589+00:00,ETHUSDT,short,12500.0,2342.35,2350.0,-40.8244,0.0,6,0.125,normal,normal
58,2026-04-13T23:07:18.205864+00:00,ETHUSDT,short,12500.0,2350.0,2350.53,-2.8191,0.0,6,0.125,normal,normal
64,2026-04-13T23:08:49.291869+00:00,ETHUSDT,short,12500.0,2350.53,2350.92,-2.074,0.0,6,0.125,normal,normal
70,2026-04-13T23:10:24.074005+00:00,ETHUSDT,short,12500.0,2350.92,2354.81,-20.6834,0.0,6,0.125,high_vol,normal
82,2026-04-13T23:13:39.941900+00:00,ETHUSDT,short,12500.0,2355.02,2357.1,-11.0402,0.0,6,0.125,crisis,normal
92,2026-04-13T23:16:14.687359+00:00,ETHUSDT,short,12500.0,2357.1,2354.74,12.5154,0.0,10,0.125,normal,normal
102,2026-04-13T23:18:51.346968+00:00,ETHUSDT,short,12500.0,2354.74,2349.31,28.8248,0.0,10,0.125,crisis,normal
110,2026-04-13T23:21:02.803747+00:00,ETHUSDT,short,12500.0,2349.31,2364.57,-81.1941,0.0,6,0.125,high_vol,normal
118,2026-04-13T23:23:11.610031+00:00,ETHUSDT,short,12500.0,2364.57,2370.05,-28.9693,0.0,6,0.125,normal,normal
124,2026-04-13T23:24:43.307329+00:00,ETHUSDT,short,12500.0,2370.05,2375.31,-27.742,0.0,6,0.125,normal,normal
130,2026-04-13T23:26:20.173384+00:00,ETHUSDT,short,12500.0,2375.31,2375.9,-3.1049,0.0,6,0.125,normal,normal
141,2026-04-13T23:29:12.716530+00:00,ETHUSDT,short,12500.0,2375.9,2382.16,-32.9349,0.0,9,0.125,crisis,normal
148,2026-04-13T23:31:00.281036+00:00,ETHUSDT,short,12500.0,2382.16,2388.57,-33.6354,0.0,6,0.125,normal,normal
158,2026-04-13T23:33:40.951454+00:00,ETHUSDT,short,12500.0,2388.57,2379.27,48.6693,0.0,10,0.125,normal,normal
169,2026-04-13T23:36:31.998137+00:00,ETHUSDT,short,12500.0,2379.27,2380.41,-5.9892,0.0,9,0.125,normal,normal
180,2026-04-13T23:39:18.472537+00:00,ETHUSDT,short,12500.0,2380.41,2377.52,15.176,0.0,10,0.125,normal,normal
190,2026-04-13T23:42:16.462918+00:00,ETHUSDT,short,12500.0,2377.52,2372.41,26.8662,0.0,10,0.125,crisis,normal
197,2026-04-13T23:44:12.010928+00:00,ETHUSDT,short,12500.0,2372.41,2374.0,-8.3776,0.0,6,0.125,crisis,normal
