cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime,sit_out_reason,mae,mfe
3,2026-04-14T10:48:10.399305+00:00,ADAUSDT,short,7500.0,0.293,0.3071,-360.9215,0.0,1,0.075,normal,normal,-360.9215,0.0
4,2026-04-14T10:48:13.195684+00:00,ETHUSDT,long,22500.0,1814.67,1800.8,-171.9734,0.0,2,0.22499999999999998,normal,normal,-171.9734,400.734
7,2026-04-14T10:48:19.902369+00:00,ADAUSDT,short,7500.0,0.323,0.3419,-438.8545,0.0,3,0.075,normal,normal,-438.8545,0.0
10,2026-04-14T10:48:41.056958+00:00,ADAUSDT,short,6379.0556,0.3624,0.3577,82.7306,0.0,2,0.06379055603839168,crisis,normal,0.0,197.1452
14,2026-04-14T10:48:48.999515+00:00,ETHUSDT,long,22500.0,1800.8,2044.68,3047.1457,0.0,10,0.22499999999999998,crisis,normal,0.0,4004.7201
17,2026-04-14T10:48:55.583453+00:00,ADAUSDT,short,7500.0,0.3859,0.3788,137.9891,0.0,5,0.075,normal,normal,0.0,565.561
18,2026-04-14T10:48:59.088784+00:00,ETHUSDT,long,8333.3333,1979.39,1961.77,-74.1811,0.0,2,0.08333333333333333,crisis,normal,-74.1811,332.973
18,2026-04-14T10:48:59.088800+00:00,ARBUSDT,long,8333.3333,1.0768,1.0784,12.3824,0.0,2,0.08333333333333333,crisis,normal,0.0,509.2249
33,2026-04-14T10:50:53.891414+00:00,ETHUSDT,short,12500.0,2083.09,2087.24,-24.9029,0.0,6,0.125,normal,normal,-24.9029,333.579
34,2026-04-14T10:50:55.620109+00:00,ADAUSDT,short,12500.0,0.3941,0.3976,-111.0124,0.0,7,0.125,normal,normal,-111.0124,577.2647
37,2026-04-14T10:51:02.732103+00:00,ETHUSDT,short,8047.4584,2243.37,2293.33,-179.2174,0.0,1,0.08047458443748495,normal,normal,-179.2174,0.0
38,2026-04-14T10:51:05.370626+00:00,ARBUSDT,long,16952.5416,1.0922,1.0587,-519.969,0.0,2,0.16952541556251507,normal,normal,-519.969,0.0
39,2026-04-14T10:51:07.183924+00:00,ETHUSDT,short,8031.6306,2232.7,2355.73,-442.5725,0.0,1,0.08031630638871502,normal,normal,-442.5725,0.0
41,2026-04-14T10:51:33.236193+00:00,ADAUSDT,short,6907.7379,0.5454,0.5791,-426.8258,0.0,1,0.06907737910163132,normal,normal,-426.8258,0.0
