snapshot_cycle,timestamp,symbol,side,size,entry_price,exit_price,pnl,slippage,hold_cycles,conviction,regime
160,2026-03-26T06:56:49.607438+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944413+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944457+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944475+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944488+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944501+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944513+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944526+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944537+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944550+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944562+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944574+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944585+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944596+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944608+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944619+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944630+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944642+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944654+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944665+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
170,2026-03-26T06:57:13.944676+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743565+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743604+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743618+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743631+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743642+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743653+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743665+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743675+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743685+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743695+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743706+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743717+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743727+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743738+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743748+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743759+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743769+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
180,2026-03-26T06:57:38.743779+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582043+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582122+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582137+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582152+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582165+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582176+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582187+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582198+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582211+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582222+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582232+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582243+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582253+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582263+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582273+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582283+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582293+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582303+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
190,2026-03-26T06:58:03.582319+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412293+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412344+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412362+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412374+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412386+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412396+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412406+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412417+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412427+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412437+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412449+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412459+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412469+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412479+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412490+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412500+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
200,2026-03-26T06:58:28.412510+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738249+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738279+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738287+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738295+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738302+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738309+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738318+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738325+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738333+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738363+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738377+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738385+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738392+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738399+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738405+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738412+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738419+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738426+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
210,2026-03-26T06:58:53.738432+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035697+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035734+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035772+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035783+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035794+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035803+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035814+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035824+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035834+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035844+00:00,DOTUSDT,short,12500.0,1.323,1.323,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035853+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035863+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035872+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035882+00:00,SOLUSDT,long,12500.0,89.05,89.05,0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035891+00:00,ETHUSDT,long,12500.0,2122.05,2122.05,0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035901+00:00,BTCUSDT,short,12500.0,70100.68,70100.68,-0.0,0.0,0,,bear
220,2026-03-26T06:59:17.035911+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900554+00:00,BNBUSDT,short,12500.0,634.96,634.96,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900582+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900594+00:00,ADAUSDT,short,12500.0,0.2617,0.2617,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900605+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900615+00:00,XRPUSDT,short,20000.0,1.3861,1.3861,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900625+00:00,DOTUSDT,short,12500.0,1.323,1.325,-18.8964,0.0,0,,bear
230,2026-03-26T06:59:45.900636+00:00,ETHUSDT,long,12500.0,2122.05,2121.92,-0.7658,0.0,0,,bear
230,2026-03-26T06:59:45.900646+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900655+00:00,SOLUSDT,long,12500.0,89.05,89.04,-1.4037,0.0,0,,bear
230,2026-03-26T06:59:45.900665+00:00,BNBUSDT,short,12500.0,634.96,635.23,-5.3153,0.0,0,,bear
230,2026-03-26T06:59:45.900676+00:00,XRPUSDT,short,20000.0,1.3861,1.3863,-2.8858,0.0,0,,bear
230,2026-03-26T06:59:45.900685+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900695+00:00,BTCUSDT,short,12500.0,70100.68,70092.58,1.4444,0.0,0,,bear
230,2026-03-26T06:59:45.900705+00:00,ADAUSDT,short,12500.0,0.2617,0.2618,-4.7765,0.0,0,,bear
230,2026-03-26T06:59:45.900715+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900724+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900733+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
230,2026-03-26T06:59:45.900742+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228205+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228273+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228297+00:00,XRPUSDT,short,20000.0,1.3863,1.3863,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228325+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228347+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228361+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228371+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228382+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228394+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228405+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228415+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228425+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228435+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228445+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228458+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228469+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228479+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228489+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228499+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
240,2026-03-26T07:00:12.228510+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540569+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540602+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540614+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540625+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540636+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540646+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540656+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540666+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540676+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540686+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540696+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540706+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540716+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540725+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540735+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540744+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
250,2026-03-26T07:00:36.540754+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385364+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385406+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385419+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385431+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385443+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385454+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385464+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385474+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385484+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385494+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385504+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385514+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385523+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385533+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385543+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385552+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385561+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
260,2026-03-26T07:01:01.385574+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265445+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265510+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265523+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265538+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265555+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265566+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265578+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265589+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265602+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265613+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265625+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265635+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265644+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265657+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265667+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265677+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265687+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
270,2026-03-26T07:01:29.265700+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046745+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046774+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046783+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046790+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046797+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046802+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046809+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046815+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046822+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046828+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046834+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046840+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046845+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046851+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046857+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046863+00:00,AVAXUSDT,short,20000.0,9.43,9.43,-0.0,0.0,0,,bear
280,2026-03-26T07:01:53.046868+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848213+00:00,XRPUSDT,short,10500.0,1.3863,1.3863,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848256+00:00,BTCUSDT,short,20000.0,70092.58,70092.58,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848270+00:00,ETHUSDT,long,12500.0,2121.92,2121.92,0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848286+00:00,MATICUSDT,short,12500.0,0.3794,0.3794,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848297+00:00,LINKUSDT,short,12500.0,9.1,9.1,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848308+00:00,SOLUSDT,long,12500.0,89.04,89.04,0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848318+00:00,BNBUSDT,short,12500.0,635.23,635.23,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848328+00:00,ADAUSDT,short,12500.0,0.2618,0.2618,-0.0,0.0,0,,bear
290,2026-03-26T07:02:16.848338+00:00,DOTUSDT,short,12500.0,1.325,1.325,-0.0,0.0,0,,bear
