symbol,entry_ms,exit_ms,direction,entry_z,entry_price,exit_price,gross_ret,gross_pnl_usd,fee_usd,pnl_usd
ADAUSDT,1731189600000,1731207600000,-1,-1.37397938,0.46720000,0.53280000,-0.1404109589,-1404.1096,24.0000,-1428.1096
ADAUSDT,1731211200000,1731229200000,-1,-1.01465539,0.56420000,0.58670000,-0.0398794754,-398.7948,24.0000,-422.7948
ADAUSDT,1731240000000,1731258000000,-1,-1.08010104,0.63880000,0.62320000,0.0244207890,244.2079,24.0000,220.2079
ADAUSDT,1731326400000,1731344400000,-1,-1.35555028,0.61690000,0.59880000,0.0293402496,293.4025,24.0000,269.4025
ADAUSDT,1731355200000,1731373200000,-1,-1.29658686,0.60620000,0.58760000,0.0306829429,306.8294,24.0000,282.8294
ADAUSDT,1731398400000,1731416400000,-1,-1.09947989,0.64300000,0.57230000,0.1099533437,1099.5334,24.0000,1075.5334
ADAUSDT,1731459600000,1731477600000,-1,-1.07498695,0.55810000,0.52530000,0.0587708296,587.7083,24.0000,563.7083
ADAUSDT,1731502800000,1731520800000,-1,-1.40422213,0.56460000,0.58870000,-0.0426850868,-426.8509,24.0000,-450.8509
ADAUSDT,1731661200000,1731679200000,-1,-1.08401343,0.62130000,0.66470000,-0.0698535329,-698.5353,24.0000,-722.5353
ADAUSDT,1732320000000,1732338000000,-1,-1.64580732,1.11540000,1.08780000,0.0247444863,247.4449,24.0000,223.4449
ADAUSDT,1732374000000,1732392000000,-1,-1.16818735,1.10320000,1.05080000,0.0474981871,474.9819,24.0000,450.9819
ADAUSDT,1732453200000,1732471200000,-1,-1.22457897,0.99730000,0.99290000,0.0044119122,44.1191,24.0000,20.1191
ADAUSDT,1733187600000,1733205600000,-1,-1.12728588,1.29210000,1.27100000,0.0163300054,163.3001,24.0000,139.3001
ADAUSDT,1733490000000,1733508000000,-1,-1.00919783,1.16550000,1.21950000,-0.0463320463,-463.3205,24.0000,-487.3205
ADAUSDT,1738540800000,1738558800000,1,1.47876445,0.76490000,0.68280000,-0.1073342921,-1073.3429,24.0000,-1097.3429
