date,open,high,low,close,volume
2023-10-01,1670.89,1751.0,1668.0,1733.79,225611.5868
2023-10-02,1733.8,1744.0,1636.79,1662.4,378575.6898
2023-10-03,1662.41,1670.65,1643.0,1656.88,198287.1164
2023-10-04,1656.88,1657.66,1625.0,1646.58,222861.7167
2023-10-05,1646.58,1655.47,1606.73,1611.79,237378.7449
2023-10-06,1611.79,1662.0,1611.68,1645.03,220507.9286
2023-10-07,1645.03,1647.71,1630.03,1633.57,101241.5732
2023-10-08,1633.56,1641.4,1616.17,1632.84,149424.6635
2023-10-09,1632.85,1636.0,1546.0,1580.13,340141.0988
2023-10-10,1580.13,1594.9,1550.55,1567.63,240659.3287
2023-10-11,1567.62,1578.43,1544.26,1566.87,260253.9671
2023-10-12,1566.86,1568.56,1521.0,1539.61,237221.4977
2023-10-13,1539.61,1575.36,1537.76,1552.16,192205.8736
2023-10-14,1552.16,1561.72,1544.55,1554.94,100314.6754
2023-10-15,1554.94,1567.62,1547.44,1557.77,120311.2738
2023-10-16,1557.78,1639.43,1555.06,1599.42,418510.8644
2023-10-17,1599.41,1600.53,1551.08,1565.01,234817.0699
2023-10-18,1565.01,1585.42,1555.88,1563.44,177750.2253
2023-10-19,1563.45,1574.45,1541.61,1566.57,216217.6675
2023-10-20,1566.57,1630.4,1561.19,1603.89,315995.792
2023-10-21,1603.88,1644.53,1592.36,1628.94,176419.4092
2023-10-22,1628.94,1667.8,1621.1,1663.7,228650.9225
2023-10-23,1663.69,1800.0,1657.07,1765.46,610931.9663
2023-10-24,1765.47,1854.38,1756.21,1784.98,674055.1375
2023-10-25,1784.98,1817.69,1760.0,1787.15,354410.8294
2023-10-26,1787.15,1865.54,1762.21,1803.38,431169.0453
2023-10-27,1803.39,1803.91,1744.66,1779.4,274532.6921
2023-10-28,1779.41,1803.23,1770.0,1776.2,122919.7382
2023-10-29,1776.21,1811.3,1762.66,1795.14,144110.6508
2023-10-30,1795.14,1829.84,1777.77,1809.04,277686.192
2023-10-31,1809.03,1819.41,1780.99,1814.67,258074.5796
2023-11-01,1814.67,1857.66,1783.19,1846.99,471921.6184
2023-11-02,1846.99,1875.0,1785.01,1800.8,368738.2193
2023-11-03,1800.79,1834.58,1777.11,1832.71,315000.2678
