timestamp,open,high,low,close,volume
1651363200,2726.67,2849.9,2716.13,2824.81,442544.8792
1651449600,2824.81,2894.22,2778.78,2856.54,521706.8567
1651536000,2856.54,2861.47,2755.19,2781.7,371331.1796
1651622400,2781.7,2965.85,2771.74,2940.64,548738.0668
1651708800,2940.65,2954.65,2683.0,2747.97,734845.3194
1651795200,2747.96,2758.18,2632.95,2692.85,711449.3234
1651881600,2692.86,2704.36,2584.75,2635.34,371271.4532
1651968000,2635.35,2642.0,2484.0,2519.71,757615.3415
1652054400,2519.71,2530.78,2225.0,2228.55,1574924.9793
1652140800,2229.0,2457.34,2200.0,2342.05,1550626.1387
1652227200,2342.04,2451.37,2005.0,2084.99,2022864.83806
1652313600,2084.99,2195.0,1800.0,1960.22,2305192.90836
1652400000,1960.22,2147.54,1940.23,2009.69,1134042.3387
1652486400,2009.69,2070.06,1951.21,2056.48,563788.3078
1652572800,2056.47,2167.0,2000.68,2145.29,514398.2587
1652659200,2145.29,2145.29,1979.12,2023.66,822070.8531
1652745600,2023.66,2122.42,2008.0,2090.72,568249.0448
1652832000,2090.72,2110.72,1908.0,1915.11,631577.2341
1652918400,1915.11,2040.39,1903.18,2019.55,741476.9794
1653004800,2019.55,2064.0,1923.0,1959.08,576981.5371
1653091200,1959.08,1990.86,1937.36,1975.07,238869.7632
1653177600,1975.06,2056.41,1966.33,2043.19,355735.1927
1653264000,2043.19,2088.5,1957.12,1973.32,636085.0224
1653350400,1973.33,1993.83,1913.02,1979.41,534096.972
1653436800,1979.4,2022.34,1934.61,1942.63,524786.3091
1653523200,1942.64,1966.01,1735.0,1792.23,1168740.57514
1653609600,1792.24,1822.26,1703.0,1727.27,1296693.28537
1653696000,1727.26,1808.98,1722.26,1792.22,558271.1818
1653782400,1792.21,1827.4,1759.96,1813.64,432430.611
1653868800,1813.64,2013.0,1803.18,1998.78,814922.8359
1653955200,1998.78,2016.45,1925.0,1941.9,751103.4226
1654041600,1941.9,1972.58,1763.75,1817.95,1037841.2706
1654128000,1817.96,1853.05,1782.42,1834.08,788784.4017
1654214400,1834.09,1843.91,1737.0,1775.12,741282.5346
1654300800,1775.13,1816.0,1748.43,1804.58,388279.4579
1654387200,1804.58,1830.17,1773.05,1806.23,371974.5061
1654473600,1806.22,1920.0,1804.35,1859.84,804250.3567
1654560000,1859.84,1874.98,1725.13,1813.33,1397598.2288
1654646400,1813.33,1838.77,1765.28,1791.88,941510.1373
1654732800,1791.88,1833.0,1777.33,1788.81,535310.9618
1654819200,1788.8,1804.32,1655.93,1662.91,955035.79239
1654905600,1662.91,1682.21,1496.74,1532.89,1220325.2542
1654992000,1532.89,1547.0,1423.0,1434.84,1563225.37018
1655078400,1434.84,1455.0,1165.45,1209.82,3626351.66536
1655164800,1209.35,1268.45,1075.8,1208.9,2716493.80131
1655251200,1208.9,1250.0,1014.4,1237.52,3114823.13621
1655337600,1237.53,1257.85,1051.55,1068.5,1447386.8304
1655424000,1068.5,1118.0,1051.11,1086.94,1220677.9491
1655510400,1086.93,1097.58,881.56,995.13,2308983.5187
1655596800,995.12,1158.62,936.15,1128.53,2018599.4499
1655683200,1128.53,1170.0,1053.0,1128.24,1721772.9132
1655769600,1128.24,1194.0,1109.23,1125.85,1306095.3757
1655856000,1125.86,1127.33,1043.65,1050.19,1306959.8593
1655942400,1050.19,1155.0,1045.3,1144.72,1278257.0899
1656028800,1144.71,1245.43,1132.0,1225.02,1337137.483
1656115200,1225.02,1256.77,1180.0,1242.36,861986.6177
1656201600,1242.31,1280.0,1194.6,1197.79,884184.273
1656288000,1197.79,1238.93,1172.49,1192.51,868734.2061
1656374400,1192.51,1237.99,1136.32,1144.05,1104065.2211
1656460800,1144.05,1156.8,1087.42,1100.21,1295517.796
1656547200,1100.21,1106.62,998.0,1071.01,1420670.3656
1656633600,1071.02,1117.0,1033.44,1059.73,1562255.1439
1656720000,1059.73,1078.88,1028.29,1067.01,714812.0804
1656806400,1067.01,1088.34,1040.78,1074.26,644746.3337
1656892800,1074.26,1160.9,1045.37,1151.0,1150108.9861
1656979200,1151.01,1174.9,1076.34,1132.5,1398961.4495
1657065600,1132.51,1205.0,1111.44,1186.57,1211768.0757
1657152000,1186.57,1254.29,1163.18,1237.49,1001316.079
1657238400,1237.49,1276.46,1193.15,1214.04,1189518.3631
1657324800,1214.03,1235.4,1204.67,1217.02,576337.1809
1657411200,1217.02,1219.95,1153.0,1168.36,1018038.6506
1657497600,1168.37,1171.29,1091.71,1096.4,1201652.3048
1657584000,1096.37,1098.26,1033.46,1038.58,1261349.6321
1657670400,1038.58,1119.18,1006.32,1115.0,2035605.8299
1657756800,1115.01,1214.65,1072.11,1193.42,1605101.9262
1657843200,1193.42,1287.82,1181.05,1231.25,1466037.2584
1657929600,1231.25,1422.91,1191.23,1355.85,1493809.9226
1658016000,1355.84,1387.0,1319.04,1338.65,1246202.8795
1658102400,1338.65,1597.47,1336.07,1581.04,2029918.76521
1658188800,1581.03,1631.0,1493.11,1542.32,1846048.6816
1658275200,1542.33,1620.4,1484.23,1521.58,1351177.4247
1658361600,1521.63,1605.98,1463.56,1575.45,1247327.4963
1658448000,1575.45,1650.05,1516.11,1535.27,1170723.0873
1658534400,1535.27,1596.51,1488.0,1548.67,851284.7339
1658620800,1548.66,1664.34,1545.67,1597.7,1009935.8997
