date,open,high,low,close,volume
2024-07-01,146.61,149.36,145.87,146.67,2280252.836
2024-07-02,146.68,155.0,146.14,154.03,2776061.292
2024-07-03,154.03,154.5,139.01,140.84,4189341.933
2024-07-04,140.84,142.75,127.2,127.86,5230812.158
2024-07-05,127.85,136.58,121.0,134.32,7669471.231
2024-07-06,134.32,144.35,132.33,143.05,2873919.136
2024-07-07,143.05,143.33,131.23,131.64,2590805.369
2024-07-08,131.64,142.0,127.77,139.81,5708358.008
2024-07-09,139.81,144.33,136.45,141.42,3363673.606
2024-07-10,141.43,146.2,138.6,141.98,2700825.893
2024-07-11,141.99,146.1,135.64,135.73,3363094.13
2024-07-12,135.73,140.55,133.92,139.46,2929528.431
2024-07-13,139.47,143.6,137.94,141.9,1357177.621
2024-07-14,141.89,148.56,141.87,147.66,2997466.757
2024-07-15,147.66,159.95,147.0,159.38,3428848.522
2024-07-16,159.37,162.49,152.57,160.62,3988105.454
2024-07-17,160.62,163.8,154.68,155.5,2840583.09
2024-07-18,155.5,161.6,155.07,159.22,2584704.124
2024-07-19,159.22,172.42,156.07,169.13,4685513.24
2024-07-20,169.12,175.1,167.27,173.6,2047796.046
2024-07-21,173.6,185.17,170.27,184.49,3684536.411
2024-07-22,184.49,185.0,176.71,178.9,3345609.525
2024-07-23,178.9,180.54,169.72,173.03,3895827.332
2024-07-24,173.03,182.5,170.9,178.06,3845177.713
2024-07-25,178.07,179.59,165.42,171.85,4859387.428
2024-07-26,171.86,185.01,171.69,183.06,3030603.246
2024-07-27,183.07,188.33,178.11,183.92,3518852.056
2024-07-28,183.92,186.77,181.16,184.9,1901473.957
2024-07-29,184.91,193.98,181.57,182.57,4024560.314
2024-07-30,182.57,184.95,175.39,179.16,3074498.493
2024-07-31,179.16,185.1,171.61,171.71,3250862.527
2024-08-01,171.7,172.91,157.91,167.37,5523497.615
2024-08-02,167.37,169.43,150.0,152.77,5553017.934
2024-08-03,152.78,154.05,140.0,142.52,5444954.693
2024-08-04,142.53,146.08,131.22,138.33,7037715.285
2024-08-05,138.32,139.37,110.0,129.78,24267557.819
2024-08-06,129.79,149.59,129.4,144.4,8362643.634
2024-08-07,144.4,155.0,142.21,144.77,8372307.587
2024-08-08,144.78,163.7,141.4,163.13,7303133.96
2024-08-09,163.12,163.54,150.72,156.28,4098735.233
2024-08-10,156.29,158.75,152.54,154.01,1885839.233
2024-08-11,154.01,158.0,141.2,141.57,3468314.255
2024-08-12,141.56,150.79,141.2,146.29,4946945.239
2024-08-13,146.29,149.82,142.92,146.65,2865655.423
2024-08-14,146.65,152.18,142.36,143.71,3927148.647
2024-08-15,143.7,147.64,137.78,142.58,4229038.816
2024-08-16,142.58,144.88,136.1,139.04,4035320.605
2024-08-17,139.04,141.99,137.61,141.93,1561594.103
2024-08-18,141.92,147.31,140.56,142.42,2352046.743
2024-08-19,142.42,146.19,140.33,144.29,2940357.953
2024-08-20,144.28,148.83,141.0,142.27,3021467.596
2024-08-21,142.27,144.42,138.7,142.79,2519581.859
2024-08-22,142.78,144.88,140.63,143.22,1825402.718
2024-08-23,143.23,154.08,142.68,153.26,3781090.162
2024-08-24,153.27,162.3,151.97,160.67,3739086.949
2024-08-25,160.67,162.0,155.25,158.92,2629083.703
