timestamp,open,high,low,close,volume
1696118400,26962.57,28065.51,26954.09,27992.57,24602.81468
1696204800,27992.58,28580.0,27281.44,27494.51,57071.14241
1696291200,27494.51,27676.52,27160.5,27426.46,28928.96555
1696377600,27426.45,27839.72,27202.0,27778.57,29816.142
1696464000,27778.57,28120.39,27352.0,27410.39,30681.49619
1696550400,27410.39,28295.0,27175.94,27931.09,37983.24277
1696636800,27931.1,28029.67,27842.08,27956.67,13348.83825
1696723200,27956.67,28095.14,27687.5,27917.05,19693.56921
1696809600,27917.06,27987.93,27260.0,27590.12,31534.74639
1696896000,27590.12,27735.0,27298.0,27390.12,22776.84383
1696982400,27390.12,27477.39,26538.66,26875.52,37349.44706
1697068800,26875.52,26947.04,26555.0,26759.63,23428.64112
1697155200,26759.63,27130.0,26685.0,26862.0,24115.76499
1697241600,26862.0,26989.58,26789.0,26852.48,10417.25576
1697328000,26852.48,27293.33,26808.25,27154.15,15274.6917
1697414400,27154.14,30000.0,27112.66,28500.78,78399.22445
1697500800,28500.77,28613.65,28069.32,28395.91,38428.44532
1697587200,28395.91,28982.36,28142.87,28320.0,32162.47591
1697673600,28320.0,28916.89,28100.66,28713.71,35895.50179
1697760000,28713.71,30207.55,28578.29,29669.04,59422.0992
1697846400,29669.05,30379.99,29464.77,29909.8,27517.51897
1697932800,29909.8,30248.0,29640.0,29992.46,22852.54563
1698019200,29992.46,34741.91,29883.6,33069.99,93513.64246
1698105600,33069.99,35280.0,32832.34,33922.73,115265.02418
1698192000,33922.73,35132.85,33679.05,34496.05,54887.02529
1698278400,34496.05,34824.13,33751.0,34151.66,39744.66255
1698364800,34151.66,34245.0,33390.95,33892.02,32330.40106
1698451200,33892.01,34493.33,33860.0,34081.0,16880.13144
1698537600,34081.01,34750.11,33930.0,34525.89,20685.52176
1698624000,34525.88,34856.0,34062.84,34474.73,33657.95976
1698710400,34474.74,34720.49,34025.0,34639.77,32737.89822
1698796800,34639.78,35582.0,34097.39,35421.43,53473.28165
1698883200,35421.43,35984.99,34300.0,34941.59,48015.57732
1698969600,34941.58,34946.5,34120.0,34716.78,39071.20644
1699056000,34716.78,35255.0,34585.18,35062.07,18377.55545
1699142400,35062.06,35380.0,34448.0,35011.88,24528.73376
1699228800,35011.89,35276.33,34725.9,35046.09,22346.47086
1699315200,35046.09,35888.0,34523.06,35399.12,38688.73692
1699401600,35399.13,36106.0,35100.0,35624.72,33401.34137
1699488000,35624.72,37972.24,35534.05,36701.09,82537.88885
1699574400,36701.1,37526.0,36324.71,37301.63,43414.04898
1699660800,37301.63,37408.26,36666.93,37130.0,22984.97235
1699747200,37129.99,37222.22,36731.1,37064.13,17687.18874
1699833600,37064.13,37417.99,36333.0,36462.93,32798.18252
1699920000,36462.93,36744.0,34800.0,35551.19,45503.68416
1700006400,35551.2,37980.0,35360.0,37858.2,53569.13385
1700092800,37858.2,37929.54,35500.0,36163.51,47490.39566
1700179200,36163.51,36800.0,35861.1,36613.92,38283.61112
1700265600,36613.91,36845.49,36178.58,36568.1,17102.24186
1700352000,36568.11,37500.0,36384.02,37359.86,21246.34648
1700438400,37359.85,37750.0,36677.0,37448.78,36022.70291
1700524800,37448.79,37649.44,35735.0,35741.65,47646.54804
1700611200,35741.65,37861.1,35632.01,37408.34,45051.30697
1700697600,37408.35,37653.44,36870.0,37294.28,23827.92882
1700784000,37294.27,38414.0,37251.51,37713.57,44680.80646
1700870400,37713.57,37888.0,37591.1,37780.67,11396.14464
1700956800,37780.67,37814.63,37150.0,37447.43,21264.53723
1701043200,37447.42,37569.23,36707.0,37242.7,30001.07376
1701129600,37242.7,38377.0,36868.41,37818.87,37544.46667
1701216000,37818.88,38450.0,37570.0,37854.64,32994.19107
1701302400,37854.65,38145.85,37500.0,37723.96,24740.29147
1701388800,37723.97,38999.0,37615.86,38682.52,43415.66324
1701475200,38682.51,39717.14,38641.61,39450.35,26696.92161
1701561600,39450.35,40250.0,39274.86,39972.26,26710.65335
1701648000,39972.26,42420.0,39972.26,41991.1,79272.33059
1701734400,41991.1,44488.0,41414.0,44073.32,67490.74644
1701820800,44073.82,44297.21,43335.28,43762.69,51431.10492
1701907200,43762.69,44047.33,42821.1,43273.14,47103.26845
1701993600,43273.15,44700.0,43081.1,44170.99,42900.37556
1702080000,44171.0,44358.02,43584.51,43713.6,24925.97008
1702166400,43713.59,44049.0,43563.0,43789.51,18956.61758
1702252800,43789.5,43804.5,40222.0,41253.4,76663.89804
1702339200,41253.41,42104.12,40680.0,41492.39,42722.69773
1702425600,41492.38,43475.2,40555.0,42869.03,45865.99773
1702512000,42869.03,43420.0,41400.0,43022.26,42047.05709
1702598400,43022.26,43080.81,41666.0,41940.3,33421.7932
1702684800,41940.29,42724.43,41605.0,42278.03,24118.85747
1702771200,42278.02,42424.07,41252.0,41374.65,27722.11452
1702857600,41374.64,42757.81,40542.93,42657.8,46734.0925
1702944000,42657.8,43497.0,41811.1,42275.99,40927.86444
1703030400,42275.99,44283.0,42206.0,43668.93,48710.2947
1703116800,43668.92,44242.35,43286.72,43861.8,34624.29384
1703203200,43861.79,44398.26,43412.54,43969.04,32783.19638
1703289600,43969.04,43988.68,43291.1,43702.16,16557.1293
1703376000,43702.15,43946.0,42500.0,42991.5,25144.33496
1703462400,42991.5,43802.32,42720.43,43576.13,27021.23992
1703548800,43576.12,43592.68,41637.6,42508.93,41010.04282
1703635200,42508.93,43677.0,42098.69,43428.85,36191.21136
1703721600,43428.86,43787.57,42241.79,42563.76,35150.52485
1703808000,42563.76,43111.0,41300.0,42066.95,42597.18912
1703894400,42066.94,42612.32,41520.3,42140.28,22906.57818
1703980800,42140.29,42899.0,41965.84,42283.58,23585.91603
1704067200,42283.58,44184.1,42180.77,44179.55,27174.29903
1704153600,44179.55,45879.63,44148.34,44946.91,65146.40661
1704240000,44946.91,45500.0,40750.0,42845.23,81194.55173
1704326400,42845.23,44729.58,42613.77,44151.1,48038.06334
1704412800,44151.1,44357.46,42450.0,44145.11,48075.25327
1704499200,44145.12,44214.42,43397.05,43968.32,17835.06144
1704585600,43968.32,44480.59,43572.09,43929.02,23023.8508
1704672000,43929.01,47248.99,43175.0,46951.04,72814.57589
1704758400,46951.04,47972.0,44748.67,46110.0,69927.66617
1704844800,46110.0,47695.93,44300.36,46653.99,89911.41203
1704931200,46654.0,48969.48,45606.06,46339.16,87470.3296
1705017600,46339.16,46515.53,41500.0,42782.73,86327.93707
1705104000,42782.74,43257.0,42436.12,42847.99,36118.47464
