date,open,high,low,close,volume
2022-07-11,1168.37,1171.29,1091.71,1096.4,1201652.3048
2022-07-12,1096.37,1098.26,1033.46,1038.58,1261349.6321
2022-07-13,1038.58,1119.18,1006.32,1115.0,2035605.8299
2022-07-14,1115.01,1214.65,1072.11,1193.42,1605101.9262
2022-07-15,1193.42,1287.82,1181.05,1231.25,1466037.2584
2022-07-16,1231.25,1422.91,1191.23,1355.85,1493809.9226
2022-07-17,1355.84,1387.0,1319.04,1338.65,1246202.8795
2022-07-18,1338.65,1597.47,1336.07,1581.04,2029918.76521
2022-07-19,1581.03,1631.0,1493.11,1542.32,1846048.6816
2022-07-20,1542.33,1620.4,1484.23,1521.58,1351177.4247
2022-07-21,1521.63,1605.98,1463.56,1575.45,1247327.4963
2022-07-22,1575.45,1650.05,1516.11,1535.27,1170723.0873
2022-07-23,1535.27,1596.51,1488.0,1548.67,851284.7339
2022-07-24,1548.66,1664.34,1545.67,1597.7,1009935.8997
2022-07-25,1597.7,1609.55,1435.58,1440.79,1418390.9809
2022-07-26,1440.79,1454.11,1356.17,1449.12,1199643.7408
2022-07-27,1449.12,1644.44,1420.83,1635.74,1513426.0413
2022-07-28,1635.74,1784.79,1593.27,1724.52,1578145.07555
2022-07-29,1724.52,1765.99,1655.02,1721.68,1205266.5703
2022-07-30,1721.68,1744.85,1673.01,1697.0,735132.5286
2022-07-31,1697.0,1754.69,1666.0,1678.12,696326.8079
2022-08-01,1678.12,1704.68,1606.12,1630.28,801566.5648
2022-08-02,1630.28,1678.0,1559.28,1630.91,1081964.5104
2022-08-03,1630.91,1685.03,1589.71,1618.16,777724.7413
2022-08-04,1618.16,1662.79,1580.39,1607.96,735552.181
2022-08-05,1607.97,1742.07,1605.64,1736.81,1005846.4712
2022-08-06,1736.81,1749.93,1685.26,1690.6,523314.6444
2022-08-07,1690.6,1729.79,1668.0,1700.19,439904.764
2022-08-08,1700.2,1818.0,1693.87,1777.05,781620.5443
2022-08-09,1777.05,1790.83,1667.93,1702.76,818171.1019
2022-08-10,1702.76,1885.0,1656.78,1853.57,1317767.5127
2022-08-11,1853.58,1942.0,1850.32,1880.19,1105261.9009
2022-08-12,1880.19,1964.71,1853.06,1958.28,717628.1015
2022-08-13,1958.28,2020.0,1946.5,1983.55,695876.0293
2022-08-14,1983.55,2030.0,1906.0,1935.31,569583.4852
2022-08-15,1935.32,2012.47,1872.31,1899.06,949162.3305
2022-08-16,1899.05,1915.0,1853.0,1876.67,622729.1499
2022-08-17,1876.67,1959.43,1818.74,1834.25,951824.8975
2022-08-18,1834.24,1882.37,1821.25,1846.39,606254.024
2022-08-19,1846.39,1848.0,1602.37,1609.01,1419826.9515
2022-08-20,1609.0,1657.08,1523.67,1576.04,914615.9226
2022-08-21,1576.03,1646.52,1562.34,1618.13,780662.6062
2022-08-22,1618.13,1629.72,1529.92,1624.66,941192.8954
2022-08-23,1624.65,1676.07,1563.76,1665.41,940246.932
2022-08-24,1665.4,1694.13,1604.92,1656.56,744667.6078
2022-08-25,1656.56,1722.0,1653.68,1695.11,603090.713
2022-08-26,1695.11,1706.45,1486.85,1508.18,1149912.8292
2022-08-27,1508.18,1518.42,1447.52,1491.06,756136.6768
2022-08-28,1491.06,1511.0,1424.0,1426.76,544846.4486
2022-08-29,1426.76,1559.99,1422.08,1551.8,826252.0831
2022-08-30,1551.79,1606.13,1473.61,1524.59,1003075.0172
2022-08-31,1524.59,1619.78,1524.59,1554.1,949227.6775
2022-09-01,1554.11,1599.0,1512.77,1586.16,728710.482
2022-09-02,1586.17,1650.0,1546.41,1575.35,919009.6598
2022-09-03,1575.35,1582.71,1534.28,1557.46,321397.2189
2022-09-04,1557.45,1583.66,1540.66,1579.28,296591.1166
2022-09-05,1579.29,1631.99,1556.56,1617.8,503492.937
2022-09-06,1617.8,1687.4,1555.0,1559.01,1010722.8578
2022-09-07,1559.01,1657.5,1490.66,1630.0,850991.4243
2022-09-08,1630.0,1663.56,1595.06,1635.37,645124.0085
2022-09-09,1635.37,1746.13,1630.51,1718.23,837458.2126
2022-09-10,1718.24,1789.0,1706.03,1774.12,411046.2466
2022-09-11,1774.12,1789.0,1720.1,1766.11,409287.7263
2022-09-12,1766.12,1783.0,1693.0,1716.37,630774.6032
2022-09-13,1716.37,1760.51,1560.54,1574.4,1134549.7256
2022-09-14,1574.4,1647.01,1552.38,1638.39,764562.5393
2022-09-15,1638.4,1655.2,1458.0,1472.75,1335499.8047
2022-09-16,1472.76,1483.35,1405.52,1433.9,693597.2425
2022-09-17,1433.9,1476.13,1409.12,1468.83,421391.3743
2022-09-18,1468.82,1469.63,1325.55,1334.51,804113.468
2022-09-19,1334.51,1393.35,1280.0,1375.98,974855.198
2022-09-20,1375.98,1384.78,1312.71,1322.93,658027.1465
2022-09-21,1322.94,1408.9,1220.0,1245.78,1192266.7379
2022-09-22,1245.79,1350.08,1237.32,1326.46,904282.2725
2022-09-23,1326.47,1360.0,1262.15,1327.25,974052.3644
2022-09-24,1327.24,1349.33,1306.52,1317.13,517557.3497
2022-09-25,1317.13,1337.0,1269.27,1294.63,515533.8409
2022-09-26,1294.62,1340.42,1277.85,1336.17,799166.4333
2022-09-27,1336.17,1400.0,1303.75,1328.02,860584.8944
2022-09-28,1328.01,1355.7,1253.2,1337.2,919314.9131
2022-09-29,1337.2,1352.02,1288.52,1335.7,770591.6895
2022-09-30,1335.69,1373.19,1313.35,1328.72,740753.611
2022-10-01,1328.71,1333.69,1302.68,1311.79,252081.9056
2022-10-02,1311.79,1317.93,1270.0,1276.72,371740.0407
2022-10-03,1276.72,1329.9,1263.04,1323.09,483775.2435
2022-10-04,1323.1,1369.55,1318.66,1361.49,476207.6702
2022-10-05,1361.5,1364.77,1316.29,1352.2,483508.7782
2022-10-06,1352.2,1383.99,1345.01,1352.06,573975.324
2022-10-07,1352.07,1361.75,1317.26,1331.1,491999.8776
2022-10-08,1331.1,1337.35,1303.51,1315.48,203391.6612
2022-10-09,1315.48,1329.0,1307.26,1323.13,186201.9185
2022-10-10,1323.13,1338.0,1288.0,1290.03,393663.0114
2022-10-11,1290.03,1298.0,1267.01,1280.11,429430.3941
2022-10-12,1280.11,1306.87,1275.25,1294.44,369712.5759
2022-10-13,1294.44,1301.58,1190.0,1287.08,945618.3163
2022-10-14,1287.08,1343.12,1283.39,1296.27,669742.8093
2022-10-15,1296.26,1301.69,1263.64,1274.92,287100.9529
2022-10-16,1274.93,1315.35,1274.67,1305.95,293321.3632
2022-10-17,1305.96,1338.57,1295.64,1331.4,459848.4941
2022-10-18,1331.39,1341.73,1286.72,1310.71,572728.9189
2022-10-19,1310.71,1313.5,1280.31,1285.09,368637.5105
2022-10-20,1285.09,1310.87,1270.36,1282.57,428531.6103
2022-10-21,1282.57,1306.97,1252.65,1299.75,468076.7986
2022-10-22,1299.76,1320.2,1294.32,1313.61,221776.7007
2022-10-23,1313.62,1371.55,1299.44,1364.2,432269.46
2022-10-24,1364.19,1370.6,1324.17,1343.61,611830.797
2022-10-25,1343.61,1525.16,1334.94,1459.74,1127932.9012
2022-10-26,1459.74,1594.99,1457.44,1566.1,1236044.7023
2022-10-27,1566.11,1578.58,1503.2,1514.05,869454.4851
2022-10-28,1514.04,1574.9,1479.82,1554.41,858954.4425
2022-10-29,1554.4,1663.06,1547.66,1619.55,914161.0846
2022-10-30,1619.55,1640.06,1576.56,1590.44,476036.4243
2022-10-31,1590.45,1635.8,1545.43,1572.69,810334.2414
2022-11-01,1572.69,1612.92,1563.69,1578.48,527539.2965
2022-11-02,1578.47,1621.68,1502.32,1518.34,981395.3648
2022-11-03,1518.33,1559.01,1515.17,1531.01,560202.8813
2022-11-04,1531.01,1680.0,1528.4,1644.78,935531.4781
2022-11-05,1644.78,1666.97,1621.42,1626.98,351385.5362
2022-11-06,1626.98,1639.02,1564.39,1568.29,414863.9525
2022-11-07,1568.25,1608.04,1545.03,1568.1,642409.4494
2022-11-08,1568.09,1579.98,1233.0,1334.77,2339916.5089
2022-11-09,1334.78,1337.16,1073.53,1102.73,2494797.9357
2022-11-10,1102.73,1350.0,1085.93,1299.28,1975955.6767
2022-11-11,1299.28,1310.0,1201.26,1289.28,1308087.1498
2022-11-12,1289.35,1292.16,1238.7,1257.25,547772.9172
2022-11-13,1257.25,1274.23,1200.66,1221.49,547410.5304
2022-11-14,1221.5,1291.2,1171.13,1243.28,934742.0059
2022-11-15,1243.29,1291.0,1234.01,1253.23,632825.568
