date,open,high,low,close,volume
2022-07-19,22432.58,23800.0,21579.54,23396.62,263770.76574
2022-07-20,23398.48,24276.74,22906.19,23223.3,238762.17094
2022-07-21,23223.3,23442.77,22341.46,23152.19,184817.68191
2022-07-22,23152.19,23756.49,22500.0,22684.83,171598.43966
2022-07-23,22684.83,23000.77,21934.57,22451.07,122137.77375
2022-07-24,22448.58,23014.64,22257.15,22579.68,115189.67277
2022-07-25,22577.13,22666.0,21250.0,21310.9,180344.76643
2022-07-26,21310.9,21347.82,20706.5,21254.67,177817.24326
2022-07-27,21254.67,23112.63,21042.53,22952.45,210971.19796
2022-07-28,22954.31,24199.72,22582.13,23842.93,236029.0741
2022-07-29,23845.25,24442.66,23414.03,23773.75,198298.50623
2022-07-30,23777.28,24668.0,23502.25,23643.51,151060.13211
2022-07-31,23644.64,24194.82,23227.31,23293.32,127743.32483
2022-08-01,23296.36,23509.68,22850.0,23268.01,144210.16219
2022-08-02,23266.9,23459.89,22654.37,22987.79,158073.28225
2022-08-03,22985.93,23647.68,22681.22,22818.37,145948.80995
2022-08-04,22816.91,23223.32,22400.0,22622.98,154854.67016
2022-08-05,22622.41,23472.86,22586.95,23312.42,175251.69749
2022-08-06,23313.56,23354.36,22909.52,22954.21,83911.80307
2022-08-07,22954.21,23402.0,22844.62,23174.39,88890.00877
2022-08-08,23174.39,24245.0,23154.25,23810.0,170958.44152
2022-08-09,23810.98,23933.25,22865.0,23149.95,143182.50858
2022-08-10,23151.32,24226.0,22664.69,23954.05,208916.54953
2022-08-11,23954.05,24918.54,23852.13,23934.39,249759.79557
2022-08-12,23933.09,24456.5,23583.0,24403.68,174207.5704
2022-08-13,24401.7,24888.0,24291.22,24441.38,152852.25435
2022-08-14,24443.06,25047.56,24144.0,24305.24,151206.14473
2022-08-15,24305.25,25211.32,23773.22,24094.82,242539.54758
2022-08-16,24093.04,24247.49,23671.22,23854.74,179324.94821
2022-08-17,23856.15,24446.71,23180.4,23342.66,210668.68766
2022-08-18,23342.66,23600.0,23111.04,23191.2,144185.97011
2022-08-19,23191.45,23208.67,20783.57,20834.39,283995.87747
2022-08-20,20834.39,21382.85,20761.9,21140.07,183041.68363
2022-08-21,21140.07,21800.0,21069.11,21515.61,159200.6841
2022-08-22,21516.7,21548.71,20890.18,21399.83,222222.04526
2022-08-23,21400.75,21684.87,20890.14,21529.12,200967.77164
2022-08-24,21529.11,21900.0,21145.0,21368.08,174383.22046
2022-08-25,21368.05,21819.88,21310.15,21559.04,169915.78301
2022-08-26,21559.04,21886.77,20107.9,20241.05,273811.61955
2022-08-27,20239.14,20402.93,19800.0,20037.6,162582.46032
2022-08-28,20037.6,20171.18,19520.0,19555.61,139307.95976
2022-08-29,19555.61,20433.62,19550.79,20285.73,210509.49545
2022-08-30,20287.2,20576.25,19540.0,19811.66,256634.35529
2022-08-31,19813.03,20490.0,19797.94,20050.02,276946.60765
2022-09-01,20048.44,20208.37,19565.66,20131.46,245289.97263
2022-09-02,20132.64,20441.26,19755.29,19951.86,245986.6033
2022-09-03,19950.98,20055.93,19652.72,19831.9,146639.03204
2022-09-04,19832.45,20029.23,19583.1,20000.3,145588.77893
2022-09-05,20000.3,20057.27,19633.83,19796.84,222543.01057
2022-09-06,19795.34,20180.0,18649.51,18790.61,356315.05718
2022-09-07,18790.61,19464.06,18510.77,19292.84,287394.7788
2022-09-08,19292.85,19458.25,19012.0,19319.77,262813.28273
2022-09-09,19320.54,21597.22,19291.75,21360.11,428919.74652
2022-09-10,21361.62,21810.8,21111.13,21648.34,307997.33504
2022-09-11,21647.21,21860.0,21350.0,21826.87,280702.55149
2022-09-12,21826.87,22488.0,21538.51,22395.74,395395.61828
2022-09-13,22395.44,22799.0,19860.0,20173.57,431915.03333
2022-09-14,20173.62,20541.48,19617.62,20226.71,340826.40151
2022-09-15,20227.17,20330.24,19497.0,19701.88,333069.76076
2022-09-16,19701.88,19890.0,19320.01,19803.3,283791.07064
2022-09-17,19803.3,20189.0,19748.08,20113.62,179350.24338
2022-09-18,20112.61,20117.26,19335.62,19416.18,254217.46904
2022-09-19,19417.45,19686.2,18232.56,19537.02,380512.40306
2022-09-20,19537.02,19634.62,18711.87,18875.0,324098.3286
2022-09-21,18874.31,19956.0,18125.98,18461.36,385034.10021
2022-09-22,18461.36,19550.17,18356.39,19401.63,379321.72111
2022-09-23,19401.63,19500.0,18531.42,19289.91,385886.91829
2022-09-24,19288.57,19316.14,18805.34,18920.5,239496.56746
2022-09-25,18921.99,19180.21,18629.2,18807.38,191191.4492
2022-09-26,18809.13,19318.96,18680.72,19227.82,439239.21943
2022-09-27,19226.68,20385.86,18816.32,19079.13,593260.74161
2022-09-28,19078.1,19790.0,18471.28,19412.82,521385.45547
2022-09-29,19412.82,19645.52,18843.01,19591.51,406424.93256
2022-09-30,19590.54,20185.0,19155.36,19422.61,444322.9534
2022-10-01,19422.61,19484.0,19159.42,19310.95,165625.13959
2022-10-02,19312.24,19395.91,18920.35,19056.8,206812.47032
2022-10-03,19057.74,19719.1,18959.68,19629.08,293585.75212
2022-10-04,19629.08,20475.0,19490.6,20337.82,327012.00127
2022-10-05,20337.82,20365.6,19730.0,20158.26,312239.75224
2022-10-06,20158.26,20456.6,19853.0,19960.67,320122.1702
2022-10-07,19960.67,20068.82,19320.0,19530.09,220874.83913
2022-10-08,19530.09,19627.38,19237.14,19417.96,102480.09842
2022-10-09,19416.52,19558.0,19316.04,19439.02,113900.82681
2022-10-10,19439.96,19525.0,19020.25,19131.87,212509.09849
2022-10-11,19131.87,19268.09,18860.0,19060.0,243473.84286
2022-10-12,19060.0,19238.31,18965.88,19155.53,213826.26731
2022-10-13,19155.1,19513.79,18190.0,19375.13,399756.68337
2022-10-14,19375.58,19951.87,19070.37,19176.93,351634.32601
2022-10-15,19176.93,19227.68,18975.18,19069.39,113847.64232
2022-10-16,19068.4,19425.84,19063.74,19262.98,131894.61885
2022-10-17,19262.98,19676.96,19152.03,19549.86,222813.87634
2022-10-18,19548.48,19706.66,19091.0,19327.44,260313.07848
2022-10-19,19327.44,19360.16,19065.97,19123.97,186137.29538
2022-10-20,19123.35,19347.82,18900.0,19041.92,223530.13068
2022-10-21,19041.92,19250.0,18650.0,19164.37,269310.75769
2022-10-22,19164.37,19257.0,19112.72,19204.35,110403.90837
2022-10-23,19204.29,19695.0,19070.11,19570.4,167057.20184
2022-10-24,19570.4,19601.15,19157.0,19329.72,256168.14467
2022-10-25,19330.6,20415.87,19237.0,20080.07,326370.67061
2022-10-26,20079.02,21020.0,20050.41,20771.59,380492.69576
2022-10-27,20771.61,20872.21,20200.0,20295.11,328643.57791
2022-10-28,20295.11,20750.0,20000.09,20591.84,287039.94569
2022-10-29,20591.84,21085.0,20554.01,20809.67,254881.77755
2022-10-30,20809.68,20931.21,20515.0,20627.48,192795.60886
2022-10-31,20627.48,20845.92,20237.95,20490.74,303567.61628
2022-11-01,20490.74,20700.0,20330.74,20483.62,279932.43771
2022-11-02,20482.81,20800.0,20048.04,20151.84,373716.27299
2022-11-03,20151.84,20393.32,20031.24,20207.82,319185.1544
2022-11-04,20207.12,21302.05,20180.96,21148.52,453694.39165
2022-11-05,21148.52,21480.65,21080.65,21299.37,245621.98525
2022-11-06,21299.37,21365.27,20886.13,20905.58,230036.97217
2022-11-07,20905.58,21069.77,20384.89,20591.13,386977.60337
2022-11-08,20590.67,20700.88,17166.83,18547.23,760705.362783
2022-11-09,18545.38,18587.76,15588.0,15922.81,731926.929729
2022-11-10,15922.68,18199.0,15754.26,17601.15,608448.36432
2022-11-11,17602.45,17695.0,16361.6,17070.31,393552.86492
2022-11-12,17069.98,17119.1,16631.39,16812.08,167819.96035
2022-11-13,16813.16,16954.28,16229.0,16329.85,184960.78846
2022-11-14,16331.78,17190.0,15815.21,16619.46,380210.7775
2022-11-15,16617.72,17134.69,16527.72,16900.57,282461.84391
