Date,close
2021-04-21,8.625
2021-04-22,7.854909896850586
2021-04-23,8.008928298950195
2021-04-26,7.700891971588135
2021-04-27,7.700891971588135
2021-04-28,7.700891971588135
2021-04-29,7.392857074737549
2021-04-30,7.546875
2021-05-03,7.392857074737549
2021-05-04,6.622766971588135
2021-05-05,6.46875
2021-05-06,7.700891971588135
2021-05-07,7.392857074737549
2021-05-10,7.700891971588135
2021-05-11,7.392857074737549
2021-05-12,7.0848212242126465
2021-05-13,7.238839149475098
2021-05-14,7.238839149475098
2021-05-17,7.238839149475098
2021-05-18,6.930802822113037
2021-05-19,6.930802822113037
2021-05-20,6.622766971588135
2021-05-21,6.622766971588135
2021-05-24,6.46875
2021-05-25,6.776784896850586
2021-05-26,6.930802822113037
2021-05-27,6.46875
2021-05-28,6.776784896850586
2021-05-31,6.930802822113037
2021-06-01,6.46875
2021-06-02,6.46875
2021-06-03,6.314732074737549
2021-06-04,5.852677822113037
2021-06-07,5.698659896850586
2021-06-08,5.852677822113037
2021-06-09,5.544641971588135
2021-06-10,5.544641971588135
2021-06-11,5.390625
2021-06-15,5.236607074737549
2021-06-16,5.544641971588135
2021-06-17,5.852677822113037
2021-06-18,5.852677822113037
2021-06-21,5.544641971588135
2021-06-22,5.544641971588135
2021-06-23,5.390625
2021-06-24,5.390625
2021-06-25,5.390625
2021-06-28,5.082589149475098
2021-06-29,5.236607074737549
2021-06-30,5.544641971588135
2021-07-01,5.852677822113037
2021-07-02,5.390625
2021-07-05,5.544641971588135
2021-07-06,5.390625
2021-07-07,5.544641971588135
2021-07-08,5.390625
2021-07-09,5.544641971588135
2021-07-12,5.698659896850586
2021-07-13,5.852677822113037
2021-07-14,6.0066962242126465
2021-07-15,5.852677822113037
2021-07-16,5.698659896850586
2021-07-19,5.544641971588135
2021-07-20,5.390625
2021-07-21,5.082589149475098
2021-07-22,5.236607074737549
2021-07-23,5.236607074737549
2021-07-26,4.774552822113037
2021-07-27,4.774552822113037
2021-07-28,4.774552822113037
2021-07-29,4.774552822113037
2021-07-30,4.774552822113037
2021-08-02,4.774552822113037
2021-08-03,4.3125
2021-08-04,4.3125
2021-08-05,4.3125
2021-08-06,4.3125
2021-08-09,4.3125
2021-08-10,4.3125
2021-08-11,4.158482074737549
2021-08-12,4.004464149475098
2021-08-13,3.696428060531616
2021-08-16,4.158482074737549
2021-08-17,4.158482074737549
